證券代碼,年月日,上市別,TSE 產業別,收盤價(元),成交量(千股),成交值(千元),市值(百萬元),週轉率％,流通在外股數(千股),source_group,investor_class,daily_return,return_20d,volatility_20d,avg_turnover_value_20d,avg_turnover_rate_20d
2303 聯電,2024-08-30,TSE,24,51.2451,62697,3468021,695330,0.5004,12528466,medium_investor,medium,0.016483483787273823,0.04914995373062214,0.02040437064225069,2909355.5,0.43005999999999994
2303 聯電,2024-09-02,TSE,24,51.1528,35096,1936319,694077,0.2801,12528466,medium_investor,medium,-0.001801147817059645,0.10910959527846553,0.015178834968289355,2717473.4,0.3982
2303 聯電,2024-09-03,TSE,24,50.8758,27896,1542192,690318,0.2227,12528466,medium_investor,medium,-0.005415148339875886,0.06576532792585943,0.013623559708898841,2561760.9,0.372985
2303 聯電,2024-09-04,TSE,24,49.2138,85748,4574666,667767,0.6844,12528466,medium_investor,medium,-0.032667790973311406,0.005660361936211666,0.01482018605452667,2616160.75,0.380695
2303 聯電,2024-09-05,TSE,24,49.7678,37783,2041606,675284,0.3016,12528466,medium_investor,medium,0.011257005148962218,0.020833974331362137,0.01497835205525592,2608316.05,0.37903499999999996
2303 聯電,2024-09-06,TSE,24,50.3218,24617,1337850,682801,0.1965,12528466,medium_investor,medium,0.01113169559434013,0.01113169559434013,0.014454853487272719,2426653.5,0.352095
2303 聯電,2024-09-09,TSE,24,49.6754,46437,2480087,674031,0.3707,12528466,medium_investor,medium,-0.012845327472387758,-0.016453360366210923,0.014349967269663776,2385239.45,0.3464
2303 聯電,2024-09-10,TSE,24,49.2138,34262,1824628,667767,0.2735,12528466,medium_investor,medium,-0.009292325778957111,-0.027372190644837424,0.014460589694932104,2366195.0,0.34397
2303 聯電,2024-09-11,TSE,24,49.8601,24122,1298680,676537,0.1925,12528466,medium_investor,medium,0.013132495356993346,-0.030521215326522744,0.0142658752636754,2164333.7,0.315265
2303 聯電,2024-09-12,TSE,24,50.9681,35327,1946021,691571,0.282,12528466,medium_investor,medium,0.022222177653073327,0.009141415741371395,0.014643455882122198,2161687.55,0.31487499999999996
2303 聯電,2024-09-13,TSE,24,50.4141,30635,1672171,684054,0.2445,12528466,medium_investor,medium,-0.010869543891179001,-0.021505334603985515,0.014094496280224125,2055213.2,0.29989499999999997
2303 聯電,2024-09-16,TSE,24,50.3218,24475,1334080,682801,0.1954,12528466,medium_investor,medium,-0.0018308370079004321,-0.026785645214942644,0.014053905674048066,2002663.8,0.292605
2303 聯電,2024-09-18,TSE,24,49.6754,57765,3099924,674031,0.4611,12528466,medium_investor,medium,-0.012845327472387758,-0.03928690230298526,0.014284787883743134,2023863.8,0.29661499999999996
2303 聯電,2024-09-19,TSE,24,49.5831,44964,2415397,672779,0.3589,12528466,medium_investor,medium,-0.0018580625420228092,-0.041071967323446756,0.014277787606829268,2045739.9,0.30040999999999995
2303 聯電,2024-09-20,TSE,24,49.6754,71866,3856598,674031,0.5736,12528466,medium_investor,medium,0.0018615213651425044,-0.03756703555596885,0.014303906958170852,2154596.7,0.31708499999999995
2303 聯電,2024-09-23,TSE,24,49.8601,30909,1666640,676537,0.2467,12528466,medium_investor,medium,0.0037181381528885726,-0.028776291748316085,0.014329421119989803,2151859.15,0.31698
2303 聯電,2024-09-24,TSE,24,49.7678,43459,2340211,675284,0.3469,12528466,medium_investor,medium,-0.0018511796005222791,-0.021778527315540974,0.014217820610701681,2192434.95,0.323285
2303 聯電,2024-09-25,TSE,24,50.3218,52411,2854245,682801,0.4183,12528466,medium_investor,medium,0.01113169559434013,0.009259909226014384,0.013727079735824628,2229725.2,0.32866500000000004
2303 聯電,2024-09-26,TSE,24,50.6911,47535,2609714,687813,0.3794,12528466,medium_investor,medium,0.007338767691139836,-0.0054347719455895005,0.012866870963780348,2278370.55,0.33574
2303 聯電,2024-09-27,TSE,24,50.7834,40025,2206836,689066,0.3195,12528466,medium_investor,medium,0.0018208324538233622,0.007325331603658558,0.012623281316911384,2325294.3,0.342435
2303 聯電,2024-09-30,TSE,24,49.6754,42157,2284601,674031,0.3365,12528466,medium_investor,medium,-0.021818153176037747,-0.030631221326526736,0.01296221134140849,2266123.3,0.33424
2303 聯電,2024-10-01,TSE,24,49.5831,24979,1343617,672779,0.1994,12528466,medium_investor,medium,-0.0018580625420228092,-0.030686492235029172,0.012962293185222537,2236488.2,0.33020499999999997
2303 聯電,2024-10-04,TSE,24,48.5674,63348,3334351,658997,0.5056,12528466,medium_investor,medium,-0.020484802281422576,-0.04537324228808193,0.013624352293101487,2326096.15,0.34435000000000004
2303 聯電,2024-10-07,TSE,24,48.8444,43397,2289218,662756,0.3464,12528466,medium_investor,medium,0.0057034142243563846,-0.007506024732900074,0.011674818124007329,2211823.75,0.32744999999999996
2303 聯電,2024-10-08,TSE,24,48.5674,39756,2082160,658997,0.3173,12528466,medium_investor,medium,-0.005671069764394687,-0.024120013341960123,0.011402407238430739,2213851.45,0.328235
2303 聯電,2024-10-09,TSE,24,47.9211,42465,2211089,650227,0.3389,12528466,medium_investor,medium,-0.013307280192062954,-0.04770695801819491,0.011325282565287547,2257513.4,0.33535499999999996
2303 聯電,2024-10-11,TSE,24,47.8288,32833,1706873,648975,0.2621,12528466,medium_investor,medium,-0.0019260826650473462,-0.03717332925351391,0.011054180308277964,2218852.7,0.32992499999999997
2303 聯電,2024-10-14,TSE,24,48.4751,27090,1418945,657744,0.2162,12528466,medium_investor,medium,0.013512778911450862,-0.015010017515412422,0.011414683307889376,2198568.55,0.32706
2303 聯電,2024-10-15,TSE,24,48.5674,25326,1331772,658997,0.2021,12528466,medium_investor,medium,0.0019040703371422385,-0.02592654246581938,0.010966169554600582,2200223.15,0.32754000000000005
2303 聯電,2024-10-16,TSE,24,47.7364,61244,3168793,647722,0.4888,12528466,medium_investor,medium,-0.01711024267306871,-0.06340632670238833,0.010020274061682861,2261361.75,0.33788
2303 聯電,2024-10-17,TSE,24,47.7364,32439,1678108,647722,0.2589,12528466,medium_investor,medium,0.0,-0.05311410894967861,0.009877407329359485,2261658.6,0.3386
2303 聯電,2024-10-18,TSE,24,46.6284,79201,4033204,632688,0.6322,12528466,medium_investor,medium,-0.023210799306189855,-0.07339562575265601,0.010886259403803658,2396614.8,0.36044
2303 聯電,2024-10-21,TSE,24,46.9978,63151,3188180,637699,0.5041,12528466,medium_investor,medium,0.007922210498322979,-0.053901931338248055,0.010962973698622107,2401027.6,0.36258999999999997
2303 聯電,2024-10-22,TSE,24,46.8131,51036,2584157,635193,0.4074,12528466,medium_investor,medium,-0.003929971190140824,-0.0558658091164127,0.010964297592288253,2409465.6,0.365015
2303 聯電,2024-10-23,TSE,24,46.3514,50524,2541876,628929,0.4033,12528466,medium_investor,medium,-0.009862623923645342,-0.06691440833893647,0.011014537436562043,2343729.5,0.35650000000000004
2303 聯電,2024-10-24,TSE,24,46.0744,50120,2503375,625170,0.4,12528466,medium_investor,medium,-0.005976087022182774,-0.07592644218523437,0.010897539742184962,2385566.25,0.36416499999999996
2303 聯電,2024-10-25,TSE,24,45.9821,47613,2378572,623918,0.38,12528466,medium_investor,medium,-0.0020032816488113614,-0.0760672563384357,0.010896099676381497,2387484.3,0.36582
2303 聯電,2024-10-28,TSE,24,45.4742,49591,2453395,617027,0.3958,12528466,medium_investor,medium,-0.01104560252794018,-0.09633200720165014,0.010404148231480871,2367441.8,0.364695
2303 聯電,2024-10-29,TSE,24,44.6894,82221,3972885,606378,0.6563,12528466,medium_investor,medium,-0.017258137581309896,-0.11839750962200468,0.01032228347702575,2435600.35,0.37854
2303 聯電,2024-10-30,TSE,24,44.4586,54660,2630969,603212,0.4363,12527760,medium_investor,medium,-0.005164535661700609,-0.12454463466408316,0.010152317613079956,2456807.0,0.38438
2303 聯電,2024-11-01,TSE,24,43.0274,142032,6583091,583794,1.1337,12527760,medium_investor,medium,-0.03219174692860316,-0.13382881667787283,0.011184381806531436,2671731.5,0.42424
2303 聯電,2024-11-04,TSE,24,42.4734,60431,2790352,576277,0.4824,12527760,medium_investor,medium,-0.01287551653132657,-0.1433895823375304,0.01118404275882973,2744068.25,0.43839000000000006
2303 聯電,2024-11-05,TSE,24,41.8732,85444,3873861,568134,0.682,12527760,medium_investor,medium,-0.014131197408260299,-0.1378331967533778,0.010886527410312432,2771043.75,0.44720999999999994
2303 聯電,2024-11-06,TSE,24,42.3349,79644,3651727,574398,0.6357,12527760,medium_investor,medium,0.011026145601482629,-0.13327013946327526,0.01127989892282893,2839169.2,0.46167500000000006
2303 聯電,2024-11-07,TSE,24,43.5352,93698,4396138,590684,0.7479,12527760,medium_investor,medium,0.02835249404155915,-0.10361271140724015,0.013787978110098013,2954868.1,0.483205
2303 聯電,2024-11-08,TSE,24,43.0736,63092,2969197,584420,0.5036,12527760,medium_investor,medium,-0.010602914423271326,-0.10115585827537354,0.013719064854043856,2992773.5,0.49144000000000004
2303 聯電,2024-11-11,TSE,24,42.9812,46564,2150935,583167,0.3717,12527760,medium_investor,medium,-0.0021451654841944112,-0.10135315960258251,0.013716376377683123,3014976.6,0.49692
2303 聯電,2024-11-12,TSE,24,42.5657,70364,3251351,577530,0.5617,12527760,medium_investor,medium,-0.009667017207523276,-0.121905885702144,0.013009571678024669,3106596.9,0.514195
2303 聯電,2024-11-13,TSE,24,42.2887,53138,2443600,573771,0.4242,12527760,medium_investor,medium,-0.006507587094773504,-0.12927807541684344,0.012862167380021494,3162188.3,0.5253
2303 聯電,2024-11-14,TSE,24,41.5501,79049,3572529,563749,0.631,12527760,medium_investor,medium,-0.017465658674776008,-0.12959293118039905,0.012877370885734008,3182375.1,0.53241
2303 聯電,2024-11-15,TSE,24,41.5501,52930,2389302,563749,0.4225,12527760,medium_investor,medium,0.0,-0.12959293118039905,0.012877370885734008,3217934.8,0.54059
2303 聯電,2024-11-18,TSE,24,41.6424,69335,3140782,565002,0.5535,12527760,medium_investor,medium,0.0022214146295678194,-0.1069305401858095,0.012423053666127174,3173313.7,0.536655
2303 聯電,2024-11-19,TSE,24,41.7347,60279,2741930,566255,0.4812,12527760,medium_investor,medium,0.002216490884290989,-0.11198609296605377,0.012159746470866043,3151001.2,0.5355099999999999
2303 聯電,2024-11-20,TSE,24,41.4577,61462,2771168,562496,0.4906,12527760,medium_investor,medium,-0.006637162840513855,-0.11439960182085773,0.012152307727132203,3160351.75,0.53967
2303 聯電,2024-11-21,TSE,24,40.9961,67566,3009085,556233,0.5393,12527760,medium_investor,medium,-0.011134240442668197,-0.11553696328481988,0.012176959884949243,3183712.2,0.54647
2303 聯電,2024-11-22,TSE,24,41.0422,50873,2276582,556859,0.4061,12527760,medium_investor,medium,0.0011244972082711246,-0.10921900230930837,0.012282268194132187,3172372.55,0.546775
2303 聯電,2024-11-25,TSE,24,41.4577,77140,3473635,562496,0.6158,12527760,medium_investor,medium,0.010123726310967696,-0.09839481015438611,0.012763980060564709,3227125.7,0.558565
2303 聯電,2024-11-26,TSE,24,41.9194,42091,1906011,568760,0.336,12527760,medium_investor,medium,0.01113665253981777,-0.07817179851432243,0.013176158802997193,3199756.5,0.5555749999999999
2303 聯電,2024-11-27,TSE,24,40.9961,89385,3965087,556233,0.7135,12527760,medium_investor,medium,-0.022025601511472148,-0.0826437589226976,0.01346891198028031,3199366.6,0.558435
2303 聯電,2024-11-28,TSE,24,40.5344,84388,3671257,549969,0.6736,12527760,medium_investor,medium,-0.011262046877629883,-0.0882663871556909,0.013560181389374043,3251381.0,0.5703
2303 聯電,2024-11-29,TSE,24,40.2112,66391,2896668,545584,0.53,12527760,medium_investor,medium,-0.007973474382253043,-0.065451317067729,0.011944331731856571,3067059.85,0.5401149999999999
2303 聯電,2024-12-02,TSE,24,41.1807,38808,1719335,558738,0.3098,12527760,medium_investor,medium,0.024110198153748374,-0.03043551964288227,0.013184404496087886,3013509.0,0.531485
2303 聯電,2024-12-03,TSE,24,41.3654,50827,2269664,561244,0.4057,12527760,medium_investor,medium,0.004485110743625009,-0.012127088447980938,0.012896906943113573,2933299.15,0.5176700000000001
2303 聯電,2024-12-04,TSE,24,41.0422,51839,2292858,556859,0.4138,12527760,medium_investor,medium,-0.007813293235409247,-0.030535090433660983,0.012694765032754355,2865355.7,0.506575
2303 聯電,2024-12-05,TSE,24,40.2574,57737,2525664,547647,0.4597,12560716,medium_investor,medium,-0.019121781970752205,-0.07529079916940784,0.011171383099803834,2771832.0,0.49216499999999996
2303 聯電,2024-12-06,TSE,24,40.1651,43886,1911666,546391,0.3494,12560716,medium_investor,medium,-0.0022927461783421865,-0.06752395899112207,0.011060871774178284,2718955.45,0.48445499999999997
2303 聯電,2024-12-09,TSE,24,40.6729,33312,1458808,553300,0.2652,12560716,medium_investor,medium,0.012642816773766219,-0.05370487562003856,0.01163096177224988,2684349.1,0.47913000000000006
2303 聯電,2024-12-10,TSE,24,40.3497,33052,1442680,548903,0.2631,12560716,medium_investor,medium,-0.00794632298164133,-0.05206069675818792,0.011582916453138673,2593915.55,0.46420000000000006
2303 聯電,2024-12-11,TSE,24,39.7034,44548,1922353,540111,0.3547,12560716,medium_investor,medium,-0.016017467292197884,-0.06113453475751196,0.011941169920050496,2567853.2,0.46072499999999994
2303 聯電,2024-12-12,TSE,24,39.2417,73331,3120567,533830,0.5838,12560716,medium_investor,medium,-0.01162872701078499,-0.05555702633687998,0.0116386067486887,2545255.1,0.45836499999999997
2303 聯電,2024-12-13,TSE,24,38.2722,116092,4787500,520642,0.9242,12560716,medium_investor,medium,-0.02470586136686237,-0.07889030351310833,0.012598470967915531,2665165.0,0.48345000000000005
2303 聯電,2024-12-16,TSE,24,38.2722,85871,3547354,520642,0.6836,12560716,medium_investor,medium,0.0,-0.08093193475880367,0.012550203654273657,2685493.6,0.48995500000000003
2303 聯電,2024-12-17,TSE,24,39.2879,102542,4393629,534458,0.8164,12560716,medium_investor,medium,0.02653884542827445,-0.05862747306198435,0.014260095065435224,2768078.55,0.506715
2303 聯電,2024-12-18,TSE,24,40.3497,88714,3851929,548903,0.7063,12560716,medium_investor,medium,0.02702613272788823,-0.02672603641784288,0.01571110586082946,2822116.6,0.5175
2303 聯電,2024-12-19,TSE,24,39.7034,69363,2987875,540111,0.5522,12560716,medium_investor,medium,-0.016017467292197884,-0.03153226770351314,0.015909705384806107,2821056.1,0.518145
2303 聯電,2024-12-20,TSE,24,39.1032,70140,2975921,531946,0.5584,12560716,medium_investor,medium,-0.015117093246422297,-0.04724405611784943,0.01618190334946038,2856023.05,0.52576
2303 聯電,2024-12-23,TSE,24,39.6111,36819,1582845,538855,0.2931,12560716,medium_investor,medium,0.012988706806604133,-0.0445417859649716,0.016309781583919845,2761483.55,0.509625
2303 聯電,2024-12-24,TSE,24,40.6267,133767,5933285,552672,1.065,12560716,medium_investor,medium,0.0256392778791803,-0.030837750540322673,0.01722811886171821,2962847.25,0.546075
2303 聯電,2024-12-25,TSE,24,40.6729,52749,2335512,553300,0.42,12560716,medium_investor,medium,0.0011371831824882328,-0.007883676739982581,0.016534949364608437,2881368.5,0.5314
2303 聯電,2024-12-26,TSE,24,40.3497,28538,1247921,548903,0.2272,12560716,medium_investor,medium,-0.00794632298164133,-0.004556623509907598,0.01643522169029482,2760201.7,0.50908
2303 聯電,2024-12-27,TSE,24,40.2574,22762,995145,547647,0.1812,12560716,medium_investor,medium,-0.0022875015179790736,0.001148933630431337,0.016340775224428297,2665125.55,0.49163999999999997
2303 聯電,2024-12-30,TSE,24,39.7957,25753,1115037,541367,0.205,12560716,medium_investor,medium,-0.011468698922434184,-0.03363225977217499,0.015514687166634532,2634910.65,0.4864
2303 聯電,2024-12-31,TSE,24,39.7496,43755,1870605,540739,0.3483,12560716,medium_investor,medium,-0.0011584166128499884,-0.03906163121836126,0.015449463093218577,2614957.7,0.48353
2303 聯電,2025-01-02,TSE,24,40.3497,65489,2842388,548903,0.5214,12560716,medium_investor,medium,0.01509700726548191,-0.016872877184946233,0.01583082529004367,2642434.2,0.48891
2303 聯電,2025-01-03,TSE,24,39.7957,42529,1849426,541367,0.3386,12560716,medium_investor,medium,-0.013729965774218922,-0.011468698922434184,0.015544493295700443,2608622.3,0.482855
2303 聯電,2025-01-06,TSE,24,40.0727,33049,1438553,545135,0.2631,12560716,medium_investor,medium,0.006960551014305594,-0.0023005046669871687,0.015624646097614974,2584966.65,0.47854
2303 聯電,2025-01-07,TSE,24,39.1032,59202,2525064,531946,0.4713,12560716,medium_investor,medium,-0.02419352826238308,-0.038593264802853966,0.016215857278244063,2638279.45,0.488845
2303 聯電,2025-01-08,TSE,24,39.4264,38044,1622705,536343,0.3029,12560716,medium_investor,medium,0.008265308210069655,-0.022882450179307345,0.01629960257941137,2647280.7,0.49083499999999997
2303 聯電,2025-01-09,TSE,24,38.4107,47183,1982974,522526,0.3756,12560716,medium_investor,medium,-0.0257619260191142,-0.032558924424608504,0.01690553090566923,2650311.75,0.49188
2303 聯電,2025-01-10,TSE,24,38.1337,41145,1698102,518758,0.3276,12560716,medium_investor,medium,-0.007211532203266313,-0.028235270133556978,0.01679498289647091,2579188.5,0.47907
2303 聯電,2025-01-13,TSE,24,37.7644,49325,2024176,513733,0.3927,12560716,medium_investor,medium,-0.009684347440715002,-0.013268116282837084,0.016010614958869757,2441022.3,0.452495
2303 聯電,2025-01-14,TSE,24,39.0109,37186,1554420,530690,0.2961,12560716,medium_investor,medium,0.033007276694452914,0.01930121602625401,0.01768365106296671,2341375.6,0.43312
2303 聯電,2025-01-15,TSE,24,38.2722,36667,1533550,520642,0.2919,12560716,medium_investor,medium,-0.01893573334632115,-0.025852743465545447,0.017156857358687955,2198371.65,0.406895
2303 聯電,2025-01-16,TSE,24,38.3646,37412,1564736,521898,0.2978,12560716,medium_investor,medium,0.0024142850424069273,-0.04919739180216942,0.01586183322149705,2084012.0,0.38647
2303 聯電,2025-01-17,TSE,24,38.0414,44241,1831670,517502,0.3522,12560716,medium_investor,medium,-0.008424432940783988,-0.04186039482764703,0.015607581168219234,2026201.75,0.37646999999999997
2303 聯電,2025-01-20,TSE,24,39.4726,47464,2013091,536971,0.3779,12560716,medium_investor,medium,0.037622169531089655,0.009446797193068512,0.017605746219321535,1978060.25,0.36744499999999997
2303 聯電,2025-01-21,TSE,24,39.6572,42396,1822753,539483,0.3375,12560716,medium_investor,medium,0.004676661785643743,0.0011638151932160667,0.017395162779503273,1990055.65,0.369665
2303 聯電,2025-01-22,TSE,24,37.1181,149025,5994815,504941,1.1864,12560716,medium_investor,medium,-0.06402620457319241,-0.08636192454715741,0.021551957884100734,1993132.15,0.37573500000000004
2303 聯電,2025-02-03,TSE,24,37.3951,112511,4559923,508709,0.8957,12560716,medium_investor,medium,0.007462666461914846,-0.08058928672408405,0.02168169869497652,2104352.7,0.39952
2303 聯電,2025-02-04,TSE,24,37.0257,58336,2350280,503685,0.4644,12560716,medium_investor,medium,-0.009878299563311765,-0.08237979464531331,0.02170465664012815,2159470.65,0.41137999999999997
2303 聯電,2025-02-05,TSE,24,37.0257,34136,1373735,503685,0.2718,12560716,medium_investor,medium,0.0,-0.08027592442631659,0.02172052509442579,2178400.15,0.41590999999999995
2303 聯電,2025-02-06,TSE,24,37.0257,32830,1315951,503685,0.2614,12560716,medium_investor,medium,0.0,-0.0696055101430556,0.021662847710130936,2188445.85,0.41872999999999994
2303 聯電,2025-02-07,TSE,24,37.0719,23231,933331,504313,0.1849,12560716,medium_investor,medium,0.0012477819460536832,-0.0673641998913197,0.021682478323083544,2141582.15,0.41056
2303 聯電,2025-02-10,TSE,24,37.1181,31106,1249172,504941,0.2476,12560716,medium_investor,medium,0.0012462269265940407,-0.080089814794162,0.021282994005910848,2061921.35,0.39687
2303 聯電,2025-02-11,TSE,24,37.3027,29978,1210010,507453,0.2387,12560716,medium_investor,medium,0.004973314905666104,-0.06264495912875001,0.02124138400810722,2029950.55,0.391875
2303 聯電,2025-02-12,TSE,24,37.0257,28301,1137496,503685,0.2253,12560716,medium_investor,medium,-0.0074257359386854516,-0.07603680311034688,0.021129192661791942,2014897.7,0.38998499999999997
2303 聯電,2025-02-13,TSE,24,38.2261,64119,2638708,520014,0.5105,12560716,medium_investor,medium,0.0324207239836114,-0.022430389328750522,0.022017242667856957,2020579.9,0.391945
2303 聯電,2025-02-14,TSE,24,38.2261,28678,1187715,520014,0.2283,12560716,medium_investor,medium,0.0,-0.03044406793417609,0.021913468735523592,1998830.4,0.388215
2303 聯電,2025-02-17,TSE,24,38.7801,33131,1389567,527550,0.2638,12560716,medium_investor,medium,0.014492715709946813,0.009617111898507336,0.021392226625036516,1969160.05,0.382625
2303 聯電,2025-02-18,TSE,24,38.7339,36105,1516130,526922,0.2874,12560716,medium_investor,medium,-0.0011913326680436098,0.01573935914951874,0.02131728483264077,1960061.45,0.380615
2303 聯電,2025-02-19,TSE,24,39.2879,54879,2341686,534458,0.4369,12560716,medium_investor,medium,0.014302716741665611,0.040342227070998105,0.021359269502078754,1975936.95,0.382825
2303 聯電,2025-02-20,TSE,24,39.7034,40230,1733642,540111,0.3203,12560716,medium_investor,medium,0.010575775238686802,0.017751448954010263,0.02021466649153231,1984898.05,0.384035
2303 聯電,2025-02-21,TSE,24,40.2574,34489,1500597,547647,0.2746,12560716,medium_investor,medium,0.013953464942548788,0.05187054833534521,0.01983509281284773,1983250.4,0.38317
2303 聯電,2025-02-24,TSE,24,40.2112,30334,1316277,547019,0.2415,12560716,medium_investor,medium,-0.001147615096851684,0.04813291419694177,0.019853984084414942,1970827.45,0.38035499999999994
2303 聯電,2025-02-25,TSE,24,39.9804,36339,1570705,543879,0.2893,12560716,medium_investor,medium,-0.005739694413496643,0.050970784461139784,0.01978487662330323,1957779.2,0.37721
2303 聯電,2025-02-26,TSE,24,40.2574,35296,1540244,547544,0.2811,12558359,medium_investor,medium,0.006928394913507496,0.019882146096279474,0.01804565464188403,1934136.85,0.37237
2303 聯電,2025-02-27,TSE,24,40.3497,69493,3035958,548800,0.5534,12558359,medium_investor,medium,0.0022927461783424086,0.017462150630906725,0.01802895497412851,1994797.1,0.383165
2303 聯電,2025-03-03,TSE,24,40.2574,53313,2308376,547544,0.4245,12558359,medium_investor,medium,-0.0022875015179790736,0.08457598853389592,0.009637174413197159,1810475.15,0.34507
2303 聯電,2025-03-04,TSE,24,40.2574,44412,1929198,547544,0.3536,12558359,medium_investor,medium,0.0,0.07654211380635423,0.009645054102027576,1678938.9,0.317965
2303 聯電,2025-03-05,TSE,24,40.6267,46628,2058005,552568,0.3713,12558359,medium_investor,medium,0.009173468728730594,0.0972567702973881,0.009157968923666424,1664325.15,0.31331
2303 聯電,2025-03-06,TSE,24,40.6267,30510,1346332,552568,0.2429,12558359,medium_investor,medium,0.0,0.0972567702973881,0.009157968923666424,1662955.0,0.311865
2303 聯電,2025-03-07,TSE,24,40.7652,31930,1415580,554452,0.2543,12558359,medium_investor,medium,0.003409088112005243,0.100997415308826,0.00909759301674446,1667936.45,0.31151
2303 聯電,2025-03-10,TSE,24,41.5962,59203,2664194,565754,0.4714,12558359,medium_investor,medium,0.02038503429395666,0.12204122259716943,0.009684979319982417,1754479.6,0.325835
2303 聯電,2025-03-11,TSE,24,41.4116,68311,3054289,563242,0.5439,12558359,medium_investor,medium,-0.004437905385588192,0.11567133015967945,0.009907056763073645,1844735.45,0.34065
2303 聯電,2025-03-12,TSE,24,41.3654,43460,1938433,562614,0.3461,12558359,medium_investor,medium,-0.0011156294371624798,0.10891168735775159,0.010018124933699689,1881156.6,0.34602
2303 聯電,2025-03-13,TSE,24,40.3497,57922,2557271,548800,0.4612,12558359,medium_investor,medium,-0.0245543376831846,0.08977548027451188,0.011740940639863348,1952145.35,0.35781500000000005
2303 聯電,2025-03-14,TSE,24,41.4577,68624,3058406,563870,0.5464,12558359,medium_investor,medium,0.027459931548437844,0.08453909763224599,0.011154997052366906,1973130.25,0.35961
2303 聯電,2025-03-17,TSE,24,40.7191,44408,1969740,553824,0.3536,12558359,medium_investor,medium,-0.017815749547128834,0.06521722069476077,0.0121671577650586,2012231.5,0.365875
2303 聯電,2025-03-18,TSE,24,41.0884,42307,1884019,558847,0.3369,12558359,medium_investor,medium,0.009069453892645019,0.05952279648582648,0.011961737297331491,2036954.1,0.36953
2303 聯電,2025-03-19,TSE,24,40.9037,37455,1670204,556335,0.2982,12558359,medium_investor,medium,-0.0044951859892329304,0.05601811333224904,0.012044654661253899,2044657.8,0.37007
2303 聯電,2025-03-20,TSE,24,41.6886,43495,1958039,567010,0.3463,12558359,medium_investor,medium,0.019188973124680597,0.06110532759450105,0.012336326037119854,2025475.45,0.36554
2303 聯電,2025-03-21,TSE,24,41.5501,39471,1771108,565126,0.3143,12558359,medium_investor,medium,-0.0033222511669857013,0.046512389367157514,0.012280934726702301,2027348.75,0.36524
2303 聯電,2025-03-24,TSE,24,41.4116,36174,1624472,563242,0.288,12558359,medium_investor,medium,-0.003333325310889812,0.02867050529840487,0.012026786569332686,2033542.5,0.36591
2303 聯電,2025-03-25,TSE,24,41.4116,36633,1639899,563242,0.2917,12558359,medium_investor,medium,0.0,0.02985237943657504,0.012016308769067998,2049723.6,0.36842
2303 聯電,2025-03-26,TSE,24,41.1346,28296,1258970,559475,0.2253,12558359,medium_investor,medium,-0.0066889470583121335,0.028869145881481817,0.01204840880565169,2034136.85,0.36522
2303 聯電,2025-03-27,TSE,24,41.3654,43394,1926002,562614,0.3455,12558359,medium_investor,medium,0.005610848288302384,0.027522890201553185,0.012020694452642885,2053424.75,0.36844
2303 聯電,2025-03-28,TSE,24,41.1346,38051,1690370,559475,0.303,12558359,medium_investor,medium,-0.005579542322810882,0.019452437068924855,0.012119334846333606,1986145.35,0.35592
2303 聯電,2025-03-31,TSE,24,41.2269,62053,2729882,560731,0.4941,12558359,medium_investor,medium,0.0022438531066304446,0.02408252892635887,0.012096319864709198,2007220.65,0.35940000000000005
2303 聯電,2025-04-01,TSE,24,42.4272,143677,6620728,577057,1.1441,12558359,medium_investor,medium,0.029114485930302747,0.05389816530625424,0.013595677959896477,2241797.15,0.39892500000000003
2303 聯電,2025-04-02,TSE,24,41.7809,50674,2300449,568266,0.4035,12558359,medium_investor,medium,-0.015233152317381204,0.028409888078529733,0.014072513055938402,2253919.35,0.400535
2303 聯電,2025-04-07,TSE,24,37.6259,14322,583633,511753,0.114,12558359,medium_investor,medium,-0.09944735513117242,-0.07386275528162511,0.02661160033139121,2215784.4,0.39408999999999994
2303 聯電,2025-04-08,TSE,24,38.5031,121853,4984306,523684,0.9703,12558359,medium_investor,medium,0.023313728043714566,-0.05549095797395809,0.02724729513047008,2394220.7,0.42989
2303 聯電,2025-04-09,TSE,24,36.8411,85701,3476778,501079,0.6824,12558359,medium_investor,medium,-0.04316535551682865,-0.11431573076386803,0.028131464780742892,2434849.9,0.44044
2303 聯電,2025-04-10,TSE,24,40.4882,49755,2180766,550684,0.3962,12558359,medium_investor,medium,0.09899541544633572,-0.022298100049261582,0.03660055874071489,2391173.75,0.43305499999999997
2303 聯電,2025-04-11,TSE,24,40.7191,69607,3042616,553824,0.5543,12558359,medium_investor,medium,0.005702896152459225,-0.015624168991476006,0.03662614953841266,2446382.9,0.44346500000000005
2303 聯電,2025-04-14,TSE,24,40.9037,56583,2528162,556335,0.4506,12558359,medium_investor,medium,0.004533499021343923,0.013729965774218922,0.03618075444041208,2444927.45,0.442935
2303 聯電,2025-04-15,TSE,24,41.2731,31336,1402726,561359,0.2495,12558359,medium_investor,medium,0.009030967858653316,-0.00445273133820745,0.03571128222284365,2362143.45,0.42808999999999997
2303 聯電,2025-04-16,TSE,24,41.5039,35970,1609593,564498,0.2864,12558359,medium_investor,medium,0.005592019983960528,0.01927351046560477,0.03546607944517503,2344136.1,0.42473
