證券代碼,年月日,上市別,TSE 產業別,收盤價(元),成交量(千股),成交值(千元),市值(百萬元),週轉率％,流通在外股數(千股),source_group,investor_class,daily_return,return_20d,volatility_20d,avg_turnover_value_20d,avg_turnover_rate_20d
1301 台塑,2014-01-02,TSE,03,48.8629,3594,287373,507986,0.0565,6365741,medium_investor,medium,,,,,
1301 台塑,2014-01-03,TSE,03,48.6792,4997,396621,506076,0.0785,6365741,medium_investor,medium,-0.0037594985152334948,,,,
1301 台塑,2014-01-06,TSE,03,48.373,4237,334102,502894,0.0666,6365741,medium_investor,medium,-0.006290160890072283,,,,
1301 台塑,2014-01-07,TSE,03,48.0056,3689,290816,499074,0.058,6365741,medium_investor,medium,-0.00759514605254985,,,,
1301 台塑,2014-01-08,TSE,03,47.7607,3512,275260,496528,0.0552,6365741,medium_investor,medium,-0.005101488159714673,,,,
1301 台塑,2014-01-09,TSE,03,48.2505,4894,385254,501620,0.0769,6365741,medium_investor,medium,0.010255293578192992,,,,
1301 台塑,2014-01-10,TSE,03,48.2505,3298,259765,501620,0.0518,6365741,medium_investor,medium,0.0,,,,
1301 台塑,2014-01-13,TSE,03,48.373,3822,302170,502894,0.06,6365741,medium_investor,medium,0.002538833794468287,,,,
1301 台塑,2014-01-14,TSE,03,48.1281,3334,261897,500347,0.0524,6365741,medium_investor,medium,-0.005062741612056221,,,,
1301 台塑,2014-01-15,TSE,03,48.373,4494,354749,502894,0.0706,6365741,medium_investor,medium,0.005088503389911292,,,,
1301 台塑,2014-01-16,TSE,03,48.4955,4919,390349,504167,0.0773,6365741,medium_investor,medium,0.0025324044404937407,,,,
1301 台塑,2014-01-17,TSE,03,48.1893,1671,131754,500984,0.0262,6365741,medium_investor,medium,-0.006313987895784079,,,,
1301 台塑,2014-01-20,TSE,03,48.373,2508,198364,502894,0.0394,6365741,medium_investor,medium,0.003812049562869735,,,,
1301 台塑,2014-01-21,TSE,03,48.6792,3144,248700,506076,0.0494,6365741,medium_investor,medium,0.006329977466768666,,,,
1301 台塑,2014-01-22,TSE,03,48.9853,5265,419996,509259,0.0827,6365741,medium_investor,medium,0.006288106624595224,,,,
1301 台塑,2014-01-23,TSE,03,48.9241,3609,288357,508623,0.0567,6365741,medium_investor,medium,-0.0012493543981562105,,,,
1301 台塑,2014-01-24,TSE,03,49.0466,3769,301404,509896,0.0592,6365741,medium_investor,medium,0.0025038784566295824,,,,
1301 台塑,2014-01-27,TSE,03,47.7607,8554,669612,496528,0.1344,6365741,medium_investor,medium,-0.026217923362679585,,,,
1301 台塑,2014-02-05,TSE,03,46.1074,16863,1270404,479340,0.2649,6365741,medium_investor,medium,-0.034616326812630493,,,,
1301 台塑,2014-02-06,TSE,03,46.0462,10552,793905,478704,0.1658,6365741,medium_investor,medium,-0.001327335742201896,,,393042.6,0.079125
1301 台塑,2014-02-07,TSE,03,46.1687,9175,694595,479977,0.1441,6365741,medium_investor,medium,0.0026603715398882954,-0.055137947195111225,0.010734016228137667,413403.7,0.083505
1301 台塑,2014-02-10,TSE,03,46.2911,3260,247085,481250,0.0512,6365741,medium_investor,medium,0.002651146772596924,-0.04905791385232294,0.010798629861475232,405926.9,0.08214
1301 台塑,2014-02-11,TSE,03,46.7198,3597,272403,485706,0.0565,6365741,medium_investor,medium,0.009260959450088757,-0.03417608996754384,0.011064601511071316,402841.95,0.081635
1301 台塑,2014-02-12,TSE,03,47.0871,3831,293456,489525,0.0602,6365741,medium_investor,medium,0.007861763106862707,-0.01913318446181278,0.011168884601236613,402973.95,0.081745
1301 台塑,2014-02-13,TSE,03,46.8422,2265,173408,486979,0.0356,6365741,medium_investor,medium,-0.005200999849215626,-0.01923129267368362,0.011170874323244432,397881.35,0.080765
1301 台塑,2014-02-14,TSE,03,47.1484,4456,344543,490162,0.07,6365741,medium_investor,medium,0.006536840712007663,-0.02284121408068307,0.011004971460313876,395845.8,0.08042
1301 台塑,2014-02-17,TSE,03,46.9647,2066,159132,488252,0.0325,6365741,medium_investor,medium,-0.003896208566992798,-0.0266484285136942,0.011019021773417736,390814.15,0.079455
1301 台塑,2014-02-18,TSE,03,46.9647,4780,364100,488252,0.0751,6365741,medium_investor,medium,0.0,-0.02911334835548751,0.010987156941236009,393910.65,0.08020999999999999
1301 台塑,2014-02-19,TSE,03,47.3321,2753,211422,492072,0.0432,6365741,medium_investor,medium,0.007822896771404908,-0.016539194358389464,0.011138934409603325,391386.9,0.07975
1301 台塑,2014-02-20,TSE,03,46.781,3183,243542,486343,0.05,6365741,medium_investor,medium,-0.011643261127226467,-0.03291092138176255,0.011302600873415239,385826.55,0.07872
1301 台塑,2014-02-21,TSE,03,47.1484,4025,310536,490162,0.0632,6365741,medium_investor,medium,0.007853615784185974,-0.027777835056860933,0.011466689400509199,381835.9,0.078015
1301 台塑,2014-02-24,TSE,03,47.0259,2372,181777,488889,0.0373,6365741,medium_investor,medium,-0.002598179365577713,-0.024142288848354343,0.011411899569133492,384337.05,0.07857
1301 台塑,2014-02-25,TSE,03,47.2708,4515,347714,491435,0.0709,6365741,medium_investor,medium,0.005207768485026465,-0.022785438157649884,0.01144810467449355,391804.55,0.080145
1301 台塑,2014-02-26,TSE,03,47.4545,5549,429263,493345,0.0872,6365741,medium_investor,medium,0.0038861199725834794,-0.02515858929481174,0.01137757899693042,400832.7,0.082035
1301 台塑,2014-02-27,TSE,03,47.1484,4339,334217,490162,0.0682,6365741,medium_investor,medium,-0.00645038932029629,-0.037499004803481895,0.011291922706299059,396543.75,0.08131000000000001
1301 台塑,2014-03-03,TSE,03,46.5361,7473,566414,483796,0.1174,6365741,medium_investor,medium,-0.012986654902393369,-0.04881030003617859,0.011560987511605952,410446.6,0.084345
1301 台塑,2014-03-04,TSE,03,46.1074,3006,227131,479340,0.0472,6365741,medium_investor,medium,-0.00921220299939185,-0.059926681971839035,0.011594364133213747,406732.95,0.08374499999999999
1301 台塑,2014-03-05,TSE,03,46.2299,2627,199083,480613,0.0413,6365741,medium_investor,medium,0.0026568403336557633,-0.0320514565322535,0.01027663338421812,383206.5,0.07909000000000001
1301 台塑,2014-03-06,TSE,03,46.2299,4525,341638,480613,0.0711,6365741,medium_investor,medium,0.0,0.0026568403336557633,0.006718108184149085,336768.2,0.06939999999999999
1301 台塑,2014-03-07,TSE,03,46.7198,4209,320017,485706,0.0661,6365741,medium_investor,medium,0.01059703784779975,0.014628785871581229,0.007098094769016978,313073.8,0.064415
1301 台塑,2014-03-10,TSE,03,46.1687,3736,281956,479977,0.0587,6365741,medium_investor,medium,-0.011795855290476331,0.0,0.0076108878711243595,292441.85,0.060145000000000004
1301 台塑,2014-03-11,TSE,03,46.5361,3091,234270,483796,0.0486,6365741,medium_investor,medium,0.007957772256961926,0.005292594040755105,0.007797380446320194,291801.1,0.060015
1301 台塑,2014-03-12,TSE,03,45.9237,4310,323252,477431,0.0677,6365741,medium_investor,medium,-0.013159676036453405,-0.017039884588547105,0.00804786619353352,294343.55,0.060575000000000004
1301 台塑,2014-03-13,TSE,03,45.9237,5545,414456,477431,0.0871,6365741,medium_investor,medium,0.0,-0.024707403938658445,0.007788912196437324,300393.55,0.061919999999999996
1301 台塑,2014-03-14,TSE,03,45.0053,9666,713298,467882,0.1518,6365741,medium_investor,medium,-0.01999838863157799,-0.039214639790616124,0.008821239288467609,327388.05,0.06773
1301 台塑,2014-03-17,TSE,03,44.6991,5327,389032,464699,0.0837,6365741,medium_investor,medium,-0.006803643126476189,-0.05194874057232057,0.008647506158679822,329612.5,0.068415
1301 台塑,2014-03-18,TSE,03,45.3114,6048,444416,471065,0.095,6365741,medium_investor,medium,0.013698262381121706,-0.035203035471322086,0.009375983735317471,343876.7,0.07154
1301 台塑,2014-03-19,TSE,03,44.8828,2834,208480,466609,0.0445,6365741,medium_investor,medium,-0.009458988245783506,-0.044329038618366456,0.009520601082088022,336095.7,0.07000999999999999
1301 台塑,2014-03-20,TSE,03,45.189,9565,694562,469792,0.1503,6365741,medium_investor,medium,0.0068222125179355775,-0.045277940340698986,0.009467518218588664,360252.7,0.07536499999999999
1301 台塑,2014-03-21,TSE,03,44.6991,8231,602472,464699,0.1293,6365741,medium_investor,medium,-0.010841133904268663,-0.044503110237061994,0.009427341199206742,378199.2,0.07933
1301 台塑,2014-03-24,TSE,03,44.944,5658,413518,467245,0.0889,6365741,medium_investor,medium,0.005478857516146851,-0.04675450280391269,0.009307833801079145,383348.3,0.080615
1301 台塑,2014-03-25,TSE,03,45.6788,6052,446041,474884,0.0951,6365741,medium_investor,medium,0.01634923460306159,-0.02864591639926073,0.010202501354664356,396561.5,0.083505
1301 台塑,2014-03-26,TSE,03,45.3114,3978,294711,471065,0.0625,6365741,medium_investor,medium,-0.008043118470712929,-0.041450536060316345,0.010180861204654747,393911.35,0.08308499999999999
1301 台塑,2014-03-27,TSE,03,46.4748,8365,626516,483160,0.1314,6365741,medium_investor,medium,0.025675657781485617,-0.020645038932029625,0.01187599507491192,403774.0,0.085295
1301 台塑,2014-03-28,TSE,03,46.5361,4682,354594,483796,0.0735,6365741,medium_investor,medium,0.001318994379749805,-0.012986654902393369,0.01181440087096233,404792.85,0.08556
1301 台塑,2014-03-31,TSE,03,46.6585,3902,296286,485069,0.0613,6365741,medium_investor,medium,0.0026302161117928158,0.0026302161117928158,0.01146260161349056,391286.45,0.082755
1301 台塑,2014-04-01,TSE,03,46.7198,5031,382984,485706,0.079,6365741,medium_investor,medium,0.0013138013438067642,0.013282032819026846,0.011247641340291095,399079.1,0.08434499999999999
1301 台塑,2014-04-02,TSE,03,47.0259,4247,325216,488889,0.0667,6365741,medium_investor,medium,0.00655182599240578,0.017218293788219263,0.011316453609133439,405385.75,0.085615
1301 台塑,2014-04-03,TSE,03,47.2096,6325,486231,490799,0.0994,6365741,medium_investor,medium,0.003906357985705711,0.021191912593364837,0.011333534420877523,412615.4,0.08703
1301 台塑,2014-04-07,TSE,03,47.2096,4880,374273,490799,0.0767,6365741,medium_investor,medium,0.0,0.010483777755897927,0.01111221185058846,415328.2,0.08756
1301 台塑,2014-04-08,TSE,03,47.4545,5942,458208,493345,0.0933,6365741,medium_investor,medium,0.005187504236426443,0.027850036929781385,0.010760026683854234,424140.8,0.08929000000000001
1301 台塑,2014-04-09,TSE,03,47.4545,4033,310876,493345,0.0634,6365741,medium_investor,medium,0.0,0.019735216315935444,0.010652503417253925,427971.1,0.09003
1301 台塑,2014-04-10,TSE,03,47.4545,4939,380563,493345,0.0776,6365741,medium_investor,medium,0.0,0.03333355108582303,0.010123082212832405,430836.65,0.090525
1301 台塑,2014-04-11,TSE,03,47.4545,2860,220939,493345,0.0449,6365741,medium_investor,medium,0.0,0.03333355108582303,0.010123082212832405,421160.8,0.088415
1301 台塑,2014-04-14,TSE,03,47.4545,3170,244877,493345,0.0498,6365741,medium_investor,medium,0.0,0.05442025716971122,0.008764632548543845,397739.75,0.083315
1301 台塑,2014-04-15,TSE,03,47.6382,6052,468982,495255,0.0951,6365741,medium_investor,medium,0.003871076504862403,0.0657530017382899,0.008476406857854526,401737.25,0.083885
1301 台塑,2014-04-16,TSE,03,47.3933,5437,422635,492708,0.0854,6365741,medium_investor,medium,-0.005140832357225844,0.04594649470111278,0.008295903933964186,400648.2,0.08340499999999999
1301 台塑,2014-04-17,TSE,03,47.5158,2636,204104,493981,0.0414,6365741,medium_investor,medium,0.002584753541112317,0.05866389797427951,0.007822466865782347,400429.4,0.08325
1301 台塑,2014-04-18,TSE,03,47.6382,1326,102899,495255,0.0208,6365741,medium_investor,medium,0.002575985251221713,0.05419903073756882,0.007767362236749385,370846.25,0.076775
1301 台塑,2014-04-21,TSE,03,47.5158,932,72353,493981,0.0146,6365741,medium_investor,medium,-0.0025693666007531313,0.06301469157097106,0.007210261900588215,344340.3,0.07103999999999999
1301 台塑,2014-04-22,TSE,03,47.2096,1595,123369,490799,0.0251,6365741,medium_investor,medium,-0.0064441722542816215,0.05040939836240654,0.007489380207590032,329832.85,0.06785
1301 台塑,2014-04-23,TSE,03,46.4136,3952,301546,482523,0.0621,6365741,medium_investor,medium,-0.0168609774283196,0.016086236941425858,0.007923499332041927,322608.1,0.0662
1301 台塑,2014-04-24,TSE,03,47.0259,2626,200768,488889,0.0413,6365741,medium_investor,medium,0.013192253994518843,0.037838159933261784,0.008093177258859075,317910.95,0.06514
1301 台塑,2014-04-25,TSE,03,46.3524,5712,436103,481887,0.0897,6365741,medium_investor,medium,-0.014321894955758308,-0.0026336853520617654,0.006733814790635445,308390.3,0.063055
1301 台塑,2014-04-28,TSE,03,46.5973,3741,284225,484433,0.0588,6365741,medium_investor,medium,0.005283437319318907,0.0013151080558964079,0.006835680559961222,304871.85,0.06232
1301 台塑,2014-04-29,TSE,03,47.0871,3888,298914,489525,0.0611,6365741,medium_investor,medium,0.010511338639792589,0.009185893245603705,0.007207019937987133,305003.25,0.06231
1301 台塑,2014-04-30,TSE,03,47.6382,12449,971321,495255,0.1956,6365741,medium_investor,medium,0.011703842453665514,0.019657618397338927,0.0076320676112661585,334420.1,0.06814
1301 台塑,2014-05-02,TSE,03,47.6382,5515,429947,495255,0.0866,6365741,medium_investor,medium,0.0,0.013020484456437886,0.00752110003415035,339656.65,0.069135
1301 台塑,2014-05-05,TSE,03,47.7607,2648,205890,496528,0.0416,6365741,medium_investor,medium,0.002571465756472824,0.011673473191893047,0.007496788847439768,325639.6,0.066245
1301 台塑,2014-05-06,TSE,03,47.577,3586,278890,494618,0.0563,6365741,medium_investor,medium,-0.003846258534736746,0.007782315461261957,0.007562233353481445,320870.45,0.065225
1301 台塑,2014-05-07,TSE,03,47.8832,5160,399508,497801,0.0811,6365741,medium_investor,medium,0.006435882884587185,0.009033916699153988,0.007608709117893326,317935.45,0.064615
1301 台塑,2014-05-08,TSE,03,47.3933,2763,213906,492708,0.0434,6365741,medium_investor,medium,-0.010231145788084262,-0.0012896564077168327,0.007977489248984674,313086.95,0.063615
1301 台塑,2014-05-09,TSE,03,47.6382,3102,240441,495255,0.0487,6365741,medium_investor,medium,0.00516739707933378,0.003871076504862403,0.00806188896033606,306080.85,0.06216999999999999
1301 台塑,2014-05-12,TSE,03,47.1484,2091,161238,490162,0.0328,6365741,medium_investor,medium,-0.0102816647144518,-0.00645038932029629,0.008397753666302462,303095.8,0.061565
1301 台塑,2014-05-13,TSE,03,47.0871,3194,246587,489525,0.0502,6365741,medium_investor,medium,-0.0013001501641626279,-0.007742153009725139,0.008400422908243237,303181.3,0.061585
1301 台塑,2014-05-14,TSE,03,47.3321,4260,329648,492072,0.0669,6365741,medium_investor,medium,0.005203123573122914,-0.006425515657602521,0.008440875372342265,296214.6,0.060175
1301 台塑,2014-05-15,TSE,03,46.9035,2650,202601,487616,0.0416,6365741,medium_investor,medium,-0.009055165521918429,-0.010334794158668004,0.00860313143743351,285212.9,0.057984999999999995
1301 台塑,2014-05-16,TSE,03,46.781,2999,228258,486343,0.0471,6365741,medium_investor,medium,-0.0026117453921349343,-0.015464329759785178,0.008584020431443616,286420.6,0.05827
1301 台塑,2014-05-19,TSE,03,47.2708,2189,168554,491435,0.0344,6365741,medium_investor,medium,0.010470062632265353,-0.007712298113698557,0.008919635580887958,289703.35,0.05895
1301 台塑,2014-05-20,TSE,03,46.7198,2275,174370,485706,0.0357,6365741,medium_investor,medium,-0.011656244446889064,-0.016752322385396035,0.009263481967056479,294804.2,0.06000500000000001
1301 台塑,2014-05-21,TSE,03,47.0871,2064,158511,489525,0.0324,6365741,medium_investor,medium,0.007861763106862707,-0.0025948112248356248,0.009356864512089511,296561.3,0.06037
1301 台塑,2014-05-22,TSE,03,47.5158,2594,200667,493981,0.0407,6365741,medium_investor,medium,0.009104404391011567,0.023747349914680083,0.008684338537964487,291517.35,0.0593
1301 台塑,2014-05-23,TSE,03,47.4545,3006,232134,493345,0.0472,6365741,medium_investor,medium,-0.001290097188724526,0.009114126470732176,0.008224248961025906,293085.65,0.059594999999999995
1301 台塑,2014-05-26,TSE,03,47.6995,2275,176538,495891,0.0357,6365741,medium_investor,medium,0.005162840194291363,0.02906214133464502,0.007499988411411831,280107.4,0.056894999999999994
1301 台塑,2014-05-27,TSE,03,47.6382,1035,80457,495255,0.0163,6365741,medium_investor,medium,-0.0012851287749348073,0.022338204144875418,0.007467503213142498,269919.0,0.05477
1301 台塑,2014-05-28,TSE,03,47.577,5660,441114,494618,0.0889,6365741,medium_investor,medium,-0.0012846833003765656,0.010404123422338651,0.007146633637778736,277029.0,0.05616
1301 台塑,2014-05-29,TSE,03,47.8219,2569,200035,497164,0.0404,6365741,medium_investor,medium,0.005147445194106481,0.0038561490568493895,0.006746875188263415,238464.7,0.0484
1301 台塑,2014-05-30,TSE,03,46.9647,6416,494094,488252,0.1008,6365741,medium_investor,medium,-0.017924841965710203,-0.014137813771301078,0.00787332849823032,241672.05,0.04911
1301 台塑,2014-06-03,TSE,03,47.7607,4378,339246,496528,0.0688,6365741,medium_investor,medium,0.01694889991844928,0.0,0.008789134242310226,248339.85,0.050469999999999994
1301 台塑,2014-06-04,TSE,03,47.4545,1879,145951,493345,0.0295,6365741,medium_investor,medium,-0.006411128815113631,-0.0025747735250224446,0.008867139552772735,241692.9,0.04912999999999999
1301 台塑,2014-06-05,TSE,03,47.4545,2982,229889,493345,0.0468,6365741,medium_investor,medium,0.0,-0.008953035720252633,0.008733563855195829,233211.95,0.047415
1301 台塑,2014-06-06,TSE,03,47.2096,2622,201438,490799,0.0412,6365741,medium_investor,medium,-0.005160732912579458,-0.0038760753102231593,0.008504148257301747,232588.55,0.047305
1301 台塑,2014-06-09,TSE,03,47.2096,1649,126868,490799,0.0259,6365741,medium_investor,medium,0.0,-0.008996981414075123,0.008411776844976274,226909.9,0.046165
1301 台塑,2014-06-10,TSE,03,47.1484,3330,255975,490162,0.0523,6365741,medium_investor,medium,-0.0012963465057954648,0.0,0.008091084610210986,231646.75,0.04714
1301 台塑,2014-06-11,TSE,03,46.9647,5304,406510,488252,0.0833,6365741,medium_investor,medium,-0.003896208566992798,-0.002599438062654058,0.008134274379630555,239642.9,0.048795
1301 台塑,2014-06-12,TSE,03,46.8422,4961,380957,486979,0.0779,6365741,medium_investor,medium,-0.0026083420100628807,-0.010350269690125646,0.008053440462898107,242208.35,0.049345
1301 台塑,2014-06-13,TSE,03,46.9647,5478,418576,488252,0.0861,6365741,medium_investor,medium,0.002615163250231589,0.0013048066775400713,0.007819520440380381,253007.1,0.051570000000000005
1301 台塑,2014-06-16,TSE,03,46.781,4791,366145,486343,0.0753,6365741,medium_investor,medium,-0.003911448385702454,0.0,0.00784853944098445,259901.45,0.05297999999999999
1301 台塑,2014-06-17,TSE,03,47.0259,4350,333505,488889,0.0683,6365741,medium_investor,medium,0.005235031316132677,-0.005180788139824144,0.0075641514832250675,268149.0,0.054674999999999994
1301 台塑,2014-06-18,TSE,03,47.7607,10071,783421,496528,0.1582,6365741,medium_investor,medium,0.015625431942823065,0.02227963304637437,0.007850135770522909,298601.55,0.0608
1301 台塑,2014-06-19,TSE,03,48.5567,9243,729317,504803,0.1452,6365741,medium_investor,medium,0.016666422393306624,0.031210246543108333,0.008469845870701083,327141.85,0.06644
1301 台塑,2014-06-20,TSE,03,48.0669,5636,444004,499711,0.0885,6365741,medium_investor,medium,-0.010087176434971923,0.011598247319838828,0.008656620714279795,339308.7,0.06883
1301 台塑,2014-06-23,TSE,03,48.5567,4775,378173,504803,0.075,6365741,medium_investor,medium,0.010189964403779062,0.023226459029175306,0.008901000964528002,346610.65,0.07022
1301 台塑,2014-06-24,TSE,03,48.9241,7094,565600,508623,0.1114,6365741,medium_investor,medium,0.007566412050242333,0.025673225086216833,0.008973448691285177,366063.75,0.074005
1301 台塑,2014-06-25,TSE,03,48.4342,2230,177196,503530,0.035,6365741,medium_investor,medium,-0.01001346984410556,0.0167092795277739,0.0093119835681677,370900.7,0.07493999999999999
1301 台塑,2014-06-26,TSE,03,48.8629,2372,188732,507986,0.0373,6365741,medium_investor,medium,0.00885118366773896,0.02702776551695152,0.00946313391704391,358281.6,0.07236000000000001
1301 台塑,2014-06-27,TSE,03,48.8629,4438,353503,507986,0.0697,6365741,medium_investor,medium,0.0,0.021768269349398572,0.00942510729724575,365955.0,0.073825
1301 台塑,2014-06-30,TSE,03,48.8629,4895,390469,507986,0.0769,6365741,medium_investor,medium,0.0,0.040417590232664224,0.008304481199534822,360773.75,0.07263
1301 台塑,2014-07-01,TSE,03,48.9853,6560,524299,509259,0.1031,6365741,medium_investor,medium,0.002504967981842965,0.025640327717139977,0.007529348958710854,370026.4,0.074345
1301 台塑,2014-07-02,TSE,03,49.1078,10542,845785,510532,0.1656,6365741,medium_investor,medium,0.0025007502250673497,0.03483968854376296,0.007309892842510362,405018.1,0.08115
1301 台塑,2014-07-03,TSE,03,48.6688,10442,816607,493981,0.164,6365741,medium_investor,medium,-0.008939516736648723,0.02558872182827754,0.007685490147545405,434354.0,0.08701
1301 台塑,2014-07-04,TSE,03,48.6061,4786,372153,493345,0.0752,6365741,medium_investor,medium,-0.0012882996909724387,0.0295808479631261,0.007562156498082313,442889.75,0.08871
1301 台塑,2014-07-07,TSE,03,48.2925,4039,310623,490162,0.0634,6365741,medium_investor,medium,-0.006451865095121856,0.022938131227546732,0.0077637980701430066,452077.5,0.090585
1301 台塑,2014-07-08,TSE,03,48.5434,3119,240573,492708,0.049,6365741,medium_investor,medium,0.005195423720039338,0.029587430326373676,0.007791215795618202,451307.4,0.09041999999999999
1301 台塑,2014-07-09,TSE,03,48.2298,2287,176013,489525,0.0359,6365741,medium_investor,medium,-0.006460198502783121,0.026937252872902384,0.007904734935461507,439782.55,0.08804999999999999
1301 台塑,2014-07-10,TSE,03,48.6061,4072,314825,493345,0.064,6365741,medium_investor,medium,0.007802230156459311,0.0376562159761924,0.007972179925507574,436475.95,0.08735499999999999
1301 台塑,2014-07-11,TSE,03,48.4806,4729,364863,492072,0.0743,6365741,medium_investor,medium,-0.0025819804510132105,0.032277433902484276,0.008031438931790032,433790.3,0.08676500000000001
1301 台塑,2014-07-14,TSE,03,48.4179,6390,493099,491435,0.1004,6365741,medium_investor,medium,-0.0012933008254848444,0.03499070135311344,0.007957528276960954,440138.0,0.08802
1301 台塑,2014-07-15,TSE,03,48.7942,7160,555394,495255,0.1125,6365741,medium_investor,medium,0.007771919062991017,0.03760268277693779,0.008035819682713993,451232.45,0.09022999999999999
1301 台塑,2014-07-16,TSE,03,48.1043,8723,669874,488252,0.137,6365741,medium_investor,medium,-0.01413897553397725,0.007194199415000213,0.008111609302758338,445555.1,0.08917
1301 台塑,2014-07-17,TSE,03,48.0416,4945,378820,487616,0.0777,6365741,medium_investor,medium,-0.0013034177817783377,-0.010608216785736979,0.007152312779402328,428030.25,0.085795
1301 台塑,2014-07-18,TSE,03,48.0416,5695,437368,487616,0.0895,6365741,medium_investor,medium,0.0,-0.0005263497333922729,0.006787687590278093,427698.45,0.08584499999999999
1301 台塑,2014-07-21,TSE,03,48.3552,3747,287399,490799,0.0589,6365741,medium_investor,medium,0.0065276760141210755,-0.004149787773880753,0.006543191012347831,423159.75,0.08504
1301 台塑,2014-07-22,TSE,03,48.4179,5110,393275,491435,0.0803,6365741,medium_investor,medium,0.0012966547548143303,-0.010346638977518197,0.0062977331129705424,414543.5,0.083485
1301 台塑,2014-07-24,TSE,03,48.2925,4877,373668,490162,0.0766,6365741,medium_investor,medium,-0.0025899512370426425,-0.0029256186744077706,0.005914695216943062,424367.1,0.08556499999999999
1301 台塑,2014-07-25,TSE,03,48.2925,3800,292297,490162,0.0597,6365741,medium_investor,medium,0.0,-0.011673478242183899,0.0055256805184028136,429545.35,0.086685
1301 台塑,2014-07-28,TSE,03,48.7315,7195,559659,494618,0.113,6365741,medium_investor,medium,0.009090438473883022,-0.0026891568040375846,0.00593402612576317,439853.15,0.08885
1301 台塑,2014-07-29,TSE,03,48.7315,5881,456629,494618,0.0924,6365741,medium_investor,medium,0.0,-0.0026891568040375846,0.00593402612576317,443161.15,0.089625
1301 台塑,2014-07-30,TSE,03,49.3587,6120,479961,500984,0.0961,6365741,medium_investor,medium,0.012870525224957241,0.007622694971756827,0.006591412255367105,440944.25,0.08927500000000001
1301 台塑,2014-07-31,TSE,03,48.4806,4541,351817,492072,0.0713,6365741,medium_investor,medium,-0.01779017680773598,-0.012771901816004738,0.007716650995799429,416245.85,0.08456
1301 台塑,2014-08-01,TSE,03,48.1043,3434,264018,488252,0.0539,6365741,medium_investor,medium,-0.007761867633651387,-0.011598806627654557,0.007654018967259704,388616.4,0.07905500000000001
1301 台塑,2014-08-04,TSE,03,47.1636,8615,648238,478704,0.1353,6365741,medium_investor,medium,-0.019555424359152918,-0.029677345024595625,0.008756593572263792,402420.65,0.08206
1301 台塑,2014-08-05,TSE,03,46.5991,9666,716225,472975,0.1518,6365741,medium_investor,medium,-0.011968976074769544,-0.0350654863591654,0.009005213605061122,422700.75,0.08648
1301 台塑,2014-08-06,TSE,03,47.7908,5006,377154,485069,0.0786,6365741,medium_investor,medium,0.025573455281325153,-0.01550365240176832,0.010804792507240925,429529.8,0.08796
1301 台塑,2014-08-07,TSE,03,47.2263,2638,198305,479340,0.0414,6365741,medium_investor,medium,-0.011811896850439707,-0.020806638219523887,0.011018443730264203,430644.4,0.08823500000000001
1301 台塑,2014-08-08,TSE,03,47.0381,1690,126436,477431,0.0265,6365741,medium_investor,medium,-0.003985067642394258,-0.032259325475608946,0.010836977878566651,421224.95,0.08636
1301 台塑,2014-08-11,TSE,03,47.3517,2042,154379,480613,0.0321,6365741,medium_investor,medium,0.006666935951919806,-0.023285602900954272,0.010988365018362088,410700.75,0.08425
1301 台塑,2014-08-12,TSE,03,47.4772,2709,203490,481887,0.0426,6365741,medium_investor,medium,0.0026503800285946344,-0.01942876498154611,0.01102043036468671,396220.3,0.08136
1301 台塑,2014-08-13,TSE,03,47.6026,2411,182246,483160,0.0379,6365741,medium_investor,medium,0.00264126780854812,-0.024420935275094036,0.010866014560139407,377562.9,0.07763
1301 台塑,2014-08-14,TSE,03,47.3517,1735,131048,480613,0.0273,6365741,medium_investor,medium,-0.005270720506863058,-0.015645171013817905,0.010483549913318985,350621.6,0.07214499999999999
1301 台塑,2014-08-15,TSE,03,47.8535,2549,193252,485706,0.04,6365741,medium_investor,medium,0.010597296401185119,-0.003915356690868066,0.010783105812177769,341343.2,0.07026
1301 台塑,2014-08-18,TSE,03,47.289,1518,114974,479977,0.0238,6365741,medium_investor,medium,-0.011796420324532098,-0.015665589822154158,0.011093155454730282,325223.5,0.06697499999999999
1301 台塑,2014-08-19,TSE,03,48.1671,2551,194863,488889,0.0401,6365741,medium_investor,medium,0.018568800355262205,-0.003889964264443213,0.011811331250422594,320596.7,0.066035
1301 台塑,2014-08-20,TSE,03,48.4806,3592,276105,492072,0.0564,6365741,medium_investor,medium,0.006508591964224708,0.0012949756185212102,0.01190158670451702,314738.2,0.06484
1301 台塑,2014-08-21,TSE,03,48.2298,1812,139403,489525,0.0285,6365741,medium_investor,medium,-0.0051732033019394885,-0.001298338251281228,0.011946612234423934,303024.95,0.062435
1301 台塑,2014-08-22,TSE,03,48.9824,5114,398572,497164,0.0803,6365741,medium_investor,medium,0.015604460312918622,0.014285862193922583,0.012445564394739782,308338.7,0.063465
1301 台塑,2014-08-25,TSE,03,48.9197,1828,142214,496528,0.0287,6365741,medium_investor,medium,-0.0012800516103743664,0.003861978391799914,0.012296368789304388,287466.45,0.059250000000000004
1301 台塑,2014-08-26,TSE,03,48.9197,2149,167508,496528,0.0338,6365741,medium_investor,medium,0.0,0.003861978391799914,0.012296368789304388,273010.4,0.056319999999999995
