靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
2356 璣穨笷,2023/8/4,52.5872,"119,466","6,868,259",3.3301,"3,587,475","208,074",25,TSE
2301 腳,2023/8/4,124.1836,"106,985","14,862,393",4.5173,"2,368,352","331,569",25,TSE
2395 地,2023/8/4,328.4633,"3,087","1,102,258",0.3602,"857,114","302,561",25,TSE
2303 羛筿,2023/8/2,40.795,"34,959","1,637,612",0.2796,"12,503,139","583,271",24,TSE
2382 約笷,2023/8/2,189.2523,"166,914","37,297,195",4.3213,"3,862,627","824,671",25,TSE
2317 翬,2023/8/2,98.668,"34,095","3,706,374",0.2459,"13,862,991","1,497,203",31,TSE
2412 い地筿,2023/8/2,103.4463,"6,336","735,838",0.0817,"7,757,447","899,864",27,TSE
2603 篴,2023/8/2,80.3273,"18,367","1,919,642",0.8678,"2,116,420","222,224",15,TSE
1301 鹅,2023/8/2,80.202,"7,939","664,132",0.1247,"6,365,741","531,539",03,TSE
3231 絥承,2023/8/2,110.6437,"188,333","23,747,520",6.4943,"2,899,966","352,346",25,TSE
2356 璣穨笷,2023/8/2,53.4032,"38,988","2,319,321",1.0868,"3,587,475","211,302",25,TSE
2301 腳,2023/8/2,123.2966,"106,345","15,327,814",4.4903,"2,368,352","329,201",25,TSE
2395 地,2023/8/2,355.4476,"1,825","700,025",0.2129,"857,114","327,417",25,TSE
2303 羛筿,2023/8/1,41.1011,"24,221","1,136,581",0.1937,"12,503,139","587,648",24,TSE
2382 約笷,2023/8/1,210.0834,"130,080","30,177,083",3.3677,"3,862,627","915,443",25,TSE
2317 翬,2023/8/1,100.952,"24,113","2,653,917",0.1739,"13,862,991","1,531,860",31,TSE
2412 い地筿,2023/8/1,103.8922,"3,638","423,176",0.0469,"7,757,447","903,743",27,TSE
2603 篴,2023/8/1,80.7098,"17,114","1,792,660",0.8086,"2,116,420","223,282",15,TSE
1301 鹅,2023/8/1,80.8744,"7,106","597,707",0.1116,"6,365,741","535,995",03,TSE
3231 絥承,2023/8/1,122.9375,"279,733","37,078,977",9.6461,"2,899,966","391,495",25,TSE
2356 璣穨笷,2023/8/1,58.1179,"36,507","2,276,884",1.0176,"3,587,475","229,957",25,TSE
2301 腳,2023/8/1,136.602,"111,508","16,919,329",4.7083,"2,368,352","364,726",25,TSE
2395 地,2023/8/1,368.4744,"1,020","403,495",0.119,"857,114","339,417",25,TSE
2303 羛筿,2023/7/31,41.1011,"53,690","2,520,175",0.4294,"12,503,139","587,648",24,TSE
2382 約笷,2023/7/31,211.413,"128,680","32,558,935",3.3314,"3,862,627","921,237",25,TSE
2317 翬,2023/7/31,99.1248,"30,730","3,355,672",0.2217,"13,862,991","1,504,134",31,TSE
2412 い地筿,2023/7/31,103.4463,"8,059","937,171",0.1039,"7,757,447","899,864",27,TSE
2603 篴,2023/7/31,79.5623,"43,186","4,568,891",2.0405,"2,116,420","220,108",15,TSE
1301 鹅,2023/7/31,79.9139,"6,522","544,239",0.1025,"6,365,741","529,630",03,TSE
3231 絥承,2023/7/31,128.8567,"180,369","27,043,576",6.2197,"2,899,966","410,345",25,TSE
2356 璣穨笷,2023/7/31,57.7552,"46,153","3,066,754",1.2865,"3,587,475","228,522",25,TSE
2301 腳,2023/7/31,133.4974,"221,244","35,617,737",9.3417,"2,368,352","356,437",25,TSE
2395 地,2023/7/31,364.2872,"1,071","423,035",0.125,"857,114","335,560",25,TSE
2303 羛筿,2023/7/28,41.1448,"50,417","2,368,112",0.4032,"12,503,139","588,273",24,TSE
2382 約笷,2023/7/28,234.4601,"93,328","23,930,196",2.4162,"3,862,627","1,021,665",25,TSE
2317 翬,2023/7/28,100.0384,"23,255","2,555,161",0.1677,"13,862,991","1,517,997",31,TSE
2412 い地筿,2023/7/28,103.8922,"5,209","607,714",0.0671,"7,757,447","903,743",27,TSE
2603 篴,2023/7/28,82.2399,"48,869","5,207,559",2.309,"2,116,420","227,515",15,TSE
1301 鹅,2023/7/28,79.7218,"5,404","449,430",0.0849,"6,365,741","528,356",03,TSE
3231 絥承,2023/7/28,142.9717,"209,454","32,200,478",7.2226,"2,899,966","455,295",25,TSE
2356 璣穨笷,2023/7/28,63.3766,"42,303","2,820,981",1.1792,"3,587,475","250,765",25,TSE
2301 腳,2023/7/28,141.4806,"111,259","16,730,004",4.6977,"2,368,352","377,752",25,TSE
2395 地,2023/7/28,374.0574,665,"265,448",0.0776,"856,732","344,406",25,TSE
2303 羛筿,2023/7/27,40.3578,"61,431","2,828,891",0.4913,"12,503,139","577,020",24,TSE
2382 約笷,2023/7/27,223.823,"103,274","26,859,633",2.6737,"3,862,627","975,313",25,TSE
2317 翬,2023/7/27,100.952,"32,278","3,590,682",0.2328,"13,862,991","1,531,860",31,TSE
2412 い地筿,2023/7/27,103.8922,"4,688","547,108",0.0604,"7,757,447","903,743",27,TSE
2603 篴,2023/7/27,78.7973,"20,789","2,141,261",0.9823,"2,116,420","217,991",15,TSE
1301 鹅,2023/7/27,80.0099,"7,376","614,272",0.1159,"6,365,741","530,266",03,TSE
3231 絥承,2023/7/27,140.2398,"42,213","6,573,658",1.4556,"2,899,966","446,595",25,TSE
2356 璣穨笷,2023/7/27,61.7446,"35,296","2,464,043",0.9839,"3,587,475","244,307",25,TSE
2301 腳,2023/7/27,128.6186,"64,735","9,533,265",2.7332,"2,368,481","343,430",25,TSE
2395 地,2023/7/27,367.5439,"1,953","777,437",0.228,"856,732","338,409",25,TSE
2303 羛筿,2023/7/26,39.4395,"39,083","1,776,865",0.3126,"12,503,139","563,892",24,TSE
2382 約笷,2023/7/26,229.1416,"129,313","32,759,353",3.3478,"3,862,627","998,489",25,TSE
2317 翬,2023/7/26,101.8656,"30,223","3,373,004",0.218,"13,862,991","1,545,723",31,TSE
2412 い地筿,2023/7/26,104.3381,"4,934","575,107",0.0636,"7,757,447","907,621",27,TSE
2603 篴,2023/7/26,78.0322,"35,276","3,607,860",1.6668,"2,116,420","215,875",15,TSE
1301 鹅,2023/7/26,79.7218,"7,426","614,527",0.1167,"6,365,741","528,356",03,TSE
3231 絥承,2023/7/26,142.5164,"48,338","7,505,636",1.6668,"2,899,966","453,845",25,TSE
2356 璣穨笷,2023/7/26,63.4673,"34,565","2,440,840",0.9635,"3,587,475","251,123",25,TSE
2301 腳,2023/7/26,129.9492,"80,309","11,687,011",3.3907,"2,368,481","346,982",25,TSE
2395 地,2023/7/26,372.1964,375,"150,717",0.0438,"856,732","342,693",25,TSE
2303 羛筿,2023/7/25,39.9205,"36,505","1,664,595",0.292,"12,503,139","570,768",24,TSE
2382 約笷,2023/7/25,220.2773,"160,270","41,345,174",4.1492,"3,862,627","959,863",25,TSE
2317 翬,2023/7/25,102.3224,"61,862","6,856,399",0.4462,"13,862,991","1,552,655",31,TSE
2412 い地筿,2023/7/25,103.8922,"5,956","691,805",0.0768,"7,757,447","903,743",27,TSE
2603 篴,2023/7/25,76.2727,"15,115","1,509,934",0.7142,"2,116,420","211,007",15,TSE
1301 鹅,2023/7/25,78.8573,"10,015","822,788",0.1573,"6,365,741","522,627",03,TSE
3231 絥承,2023/7/25,138.4185,"50,134","7,908,231",1.7288,"2,899,966","440,795",25,TSE
2356 璣穨笷,2023/7/25,65.2806,"51,681","3,741,183",1.4406,"3,587,475","258,298",25,TSE
2301 腳,2023/7/25,125.9576,"117,101","17,147,807",4.9441,"2,368,481","336,324",25,TSE
2395 地,2023/7/25,378.7098,844,"343,949",0.0985,"856,732","348,690",25,TSE
2303 羛筿,2023/7/24,39.3958,"51,852","2,345,390",0.4147,"12,503,139","563,266",24,TSE
2382 約笷,2023/7/24,220.2773,"123,367","29,519,260",3.1939,"3,862,627","959,863",25,TSE
2317 翬,2023/7/24,98.668,"19,896","2,146,631",0.1435,"13,862,991","1,497,203",31,TSE
2412 い地筿,2023/7/24,103.4463,"7,483","866,608",0.0965,"7,757,447","899,864",27,TSE
2603 篴,2023/7/24,75.9667,"25,818","2,567,282",1.2199,"2,116,420","210,161",15,TSE
1301 鹅,2023/7/24,78.9534,"13,350","1,099,031",0.2097,"6,365,741","523,264",03,TSE
3231 絥承,2023/7/24,143.8824,"50,020","7,694,436",1.7248,"2,899,966","458,195",25,TSE
2356 璣穨笷,2023/7/24,63.6486,"56,809","3,948,803",1.5835,"3,587,475","251,841",25,TSE
2301 腳,2023/7/24,132.1667,"102,672","15,189,806",4.3349,"2,368,481","352,904",25,TSE
2395 地,2023/7/24,372.1964,"1,121","449,092",0.1308,"856,732","342,693",25,TSE
2303 羛筿,2023/7/21,39.527,"97,411","4,386,502",0.7791,"12,503,139","565,142",24,TSE
2382 約笷,2023/7/21,200.3327,"136,948","29,408,063",3.5455,"3,862,627","872,954",25,TSE
2317 翬,2023/7/21,98.2112,"25,278","2,715,559",0.1823,"13,862,991","1,490,271",31,TSE
2412 い地筿,2023/7/21,103.0004,"8,109","938,939",0.1045,"7,757,447","895,985",27,TSE
2603 篴,2023/7/21,77.2672,"31,109","3,144,528",1.4699,"2,116,420","213,758",15,TSE
1301 鹅,2023/7/21,79.3376,"11,301","936,119",0.1775,"6,365,741","525,810",03,TSE
3231 絥承,2023/7/21,134.3206,"62,278","8,839,312",2.1475,"2,899,966","427,745",25,TSE
2356 璣穨笷,2023/7/21,60.7472,"44,545","2,877,712",1.2417,"3,587,475","240,361",25,TSE
2301 腳,2023/7/21,129.5057,"83,226","11,898,184",3.5139,"2,368,481","345,798",25,TSE
2395 地,2023/7/21,374.5226,640,"256,702",0.0747,"856,732","344,834",25,TSE
2303 羛筿,2023/7/20,40.314,"87,937","4,072,989",0.7033,"12,503,139","576,395",24,TSE
2382 約笷,2023/7/20,187.0362,"92,852","19,056,553",2.4039,"3,862,627","815,014",25,TSE
2317 翬,2023/7/20,98.668,"33,167","3,600,029",0.2392,"13,862,991","1,497,203",31,TSE
2412 い地筿,2023/7/20,103.0004,"4,966","574,251",0.064,"7,757,447","895,985",27,TSE
2603 篴,2023/7/20,77.2672,"30,044","3,008,750",1.4196,"2,116,420","213,758",15,TSE
1301 鹅,2023/7/20,79.9139,"8,179","679,820",0.1285,"6,365,741","529,630",03,TSE
3231 絥承,2023/7/20,122.4822,"40,535","5,393,427",1.3978,"2,899,966","390,045",25,TSE
2356 璣穨笷,2023/7/20,56.4859,"50,155","3,105,281",1.3981,"3,587,475","223,500",25,TSE
2301 腳,2023/7/20,123.2965,"42,802","5,930,917",1.8071,"2,368,481","329,219",25,TSE
2395 地,2023/7/20,368.9397,"2,031","807,990",0.2371,"856,732","339,694",25,TSE
2303 羛筿,2023/7/19,41.5383,"49,979","2,387,680",0.3997,"12,503,139","593,899",24,TSE
2382 約笷,2023/7/19,175.5127,"76,797","15,584,985",1.9882,"3,862,627","764,800",25,TSE
2317 翬,2023/7/19,99.1248,"54,967","6,055,023",0.3965,"13,862,991","1,504,134",31,TSE
2412 い地筿,2023/7/19,102.5545,"9,365","1,082,741",0.1207,"7,757,447","892,106",27,TSE
2603 篴,2023/7/19,75.0487,"40,674","4,020,108",1.9218,"2,116,420","207,621",15,TSE
1301 鹅,2023/7/19,79.5297,"9,795","813,234",0.1539,"6,365,741","527,083",03,TSE
3231 絥承,2023/7/19,116.5629,"51,296","6,675,619",1.7688,"2,899,966","371,196",25,TSE
2356 璣穨笷,2023/7/19,57.6645,"279,515","18,628,384",7.7914,"3,587,475","228,163",25,TSE
2301 腳,2023/7/19,121.0789,"60,724","8,453,856",2.5638,"2,368,481","323,298",25,TSE
2395 地,2023/7/19,372.1964,"1,230","492,153",0.1436,"856,732","342,693",25,TSE
2303 羛筿,2023/7/18,42.1505,"26,766","1,293,790",0.2141,"12,503,139","602,651",24,TSE
2382 約笷,2023/7/18,178.6152,"110,282","22,273,662",2.8551,"3,862,627","778,319",25,TSE
2317 翬,2023/7/18,102.3224,"52,688","5,894,531",0.3801,"13,862,991","1,552,655",31,TSE
2412 い地筿,2023/7/18,102.5545,"9,694","1,117,901",0.125,"7,757,447","892,106",27,TSE
2603 篴,2023/7/18,75.4312,"36,893","3,668,793",1.7432,"2,116,420","208,679",15,TSE
1301 鹅,2023/7/18,79.6257,"10,221","848,902",0.1606,"6,365,741","527,720",03,TSE
3231 絥承,2023/7/18,121.1162,"53,266","7,213,860",1.8368,"2,899,966","385,695",25,TSE
2356 璣穨笷,2023/7/18,59.3872,"298,243","19,236,186",8.3135,"3,587,475","234,980",25,TSE
2301 腳,2023/7/18,123.74,"103,368","14,658,212",4.3643,"2,368,481","330,403",25,TSE
2395 地,2023/7/18,372.6616,655,"262,947",0.0765,"856,732","343,121",25,TSE
2303 羛筿,2023/7/17,42.3691,"47,915","2,312,707",0.3832,"12,503,139","605,777",24,TSE
2382 約笷,2023/7/17,173.7398,"62,439","12,305,938",1.6165,"3,862,627","757,075",25,TSE
2317 翬,2023/7/17,100.952,"41,502","4,572,570",0.2994,"13,862,991","1,531,860",31,TSE
2412 い地筿,2023/7/17,103.8922,"4,631","538,814",0.0597,"7,757,447","903,743",27,TSE
2603 篴,2023/7/17,75.2782,"26,842","2,641,036",1.2683,"2,116,420","208,256",15,TSE
1301 鹅,2023/7/17,79.8178,"8,395","698,742",0.1319,"6,365,741","528,993",03,TSE
3231 絥承,2023/7/17,127.0354,"38,191","5,390,704",1.3169,"2,899,966","404,545",25,TSE
2356 璣穨笷,2023/7/17,55.5792,"108,443","6,515,917",3.0228,"3,587,475","219,912",25,TSE
2301 腳,2023/7/17,129.0621,"94,853","14,018,332",4.0048,"2,368,481","344,614",25,TSE
2395 地,2023/7/17,374.9879,"2,020","816,967",0.2358,"856,732","345,263",25,TSE
2303 羛筿,2023/7/14,42.1942,"58,063","2,808,130",0.4644,"12,503,139","603,276",24,TSE
2382 約笷,2023/7/14,175.5127,"153,028","30,310,040",3.9618,"3,862,627","764,800",25,TSE
2317 翬,2023/7/14,100.0384,"43,454","4,702,063",0.3135,"13,862,991","1,517,997",31,TSE
2412 い地筿,2023/7/14,103.8922,"7,552","876,558",0.0974,"7,757,447","903,743",27,TSE
2603 篴,2023/7/14,73.8246,"37,563","3,666,651",1.7748,"2,116,420","204,235",15,TSE
1301 鹅,2023/7/14,80.3941,"8,795","736,136",0.1382,"6,365,741","532,813",03,TSE
3231 絥承,2023/7/14,129.312,"65,789","9,066,698",2.2686,"2,899,966","411,795",25,TSE
2356 璣穨笷,2023/7/14,50.5925,"217,644","11,904,493",6.0668,"3,587,475","200,181",25,TSE
2301 腳,2023/7/14,127.7316,"123,994","17,226,242",5.2352,"2,368,481","341,061",25,TSE
2395 地,2023/7/14,372.1964,"1,298","518,053",0.1515,"856,732","342,693",25,TSE
2303 羛筿,2023/7/13,41.5383,"52,857","2,524,514",0.4227,"12,503,139","593,899",24,TSE
2382 約笷,2023/7/13,172.8534,"113,871","22,859,227",2.948,"3,862,627","753,212",25,TSE
2317 翬,2023/7/13,97.7544,"30,341","3,278,152",0.2189,"13,862,991","1,483,340",31,TSE
2412 い地筿,2023/7/13,102.5545,"6,585","758,516",0.0849,"7,757,447","892,106",27,TSE
2603 篴,2023/7/13,73.3656,"63,238","6,154,525",2.988,"2,116,420","202,965",15,TSE
1301 鹅,2023/7/13,79.4336,"8,392","694,396",0.1318,"6,365,741","526,447",03,TSE
3231 絥承,2023/7/13,120.2055,"223,291","29,783,543",7.6998,"2,899,966","382,796",25,TSE
2356 璣穨笷,2023/7/13,46.0591,"166,909","8,553,834",4.6525,"3,587,475","182,244",25,TSE
2301 腳,2023/7/13,118.8614,"111,674","14,930,703",4.715,"2,368,481","317,376",25,TSE
2395 地,2023/7/13,362.8915,"1,720","673,996",0.2008,"856,732","334,125",25,TSE
2303 羛筿,2023/7/12,41.7569,"62,885","3,004,407",0.503,"12,503,139","597,025",24,TSE
2382 約笷,2023/7/12,166.2052,"97,876","17,903,612",2.5339,"3,862,627","724,243",25,TSE
2317 翬,2023/7/12,98.2112,"37,780","4,033,895",0.2725,"13,862,991","1,490,271",31,TSE
2412 い地筿,2023/7/12,102.5545,"4,965","570,460",0.064,"7,757,447","892,106",27,TSE
2603 篴,2023/7/12,76.8847,"41,367","4,175,681",1.9546,"2,116,420","212,700",15,TSE
1301 鹅,2023/7/12,79.1455,"8,948","738,074",0.1406,"6,365,741","524,537",03,TSE
3231 絥承,2023/7/12,112.9204,"181,006","22,047,692",6.2417,"2,899,966","359,596",25,TSE
2356 璣穨笷,2023/7/12,43.1577,"194,673","9,322,729",5.4265,"3,587,475","170,764",25,TSE
2301 腳,2023/7/12,112.2087,"92,020","11,570,418",3.8852,"2,368,481","299,613",25,TSE
2395 地,2023/7/12,356.3781,772,"294,470",0.0901,"856,732","328,128",25,TSE
2303 羛筿,2023/7/11,42.4128,"31,638","1,529,729",0.253,"12,503,139","606,402",24,TSE
2382 約笷,2023/7/11,153.352,"71,422","12,218,621",1.8491,"3,862,627","668,235",25,TSE
2317 翬,2023/7/11,95.9272,"23,862","2,503,776",0.1721,"13,862,991","1,455,614",31,TSE
2412 い地筿,2023/7/11,102.5545,"6,306","725,982",0.0813,"7,757,447","892,106",27,TSE
2603 篴,2023/7/11,79.5623,"33,130","3,434,518",1.5654,"2,116,420","220,108",15,TSE
1301 鹅,2023/7/11,79.1455,"9,349","772,765",0.1469,"6,365,741","524,537",03,TSE
3231 絥承,2023/7/11,102.9032,"131,288","14,574,483",4.5272,"2,899,966","327,696",25,TSE
2356 璣穨笷,2023/7/11,41.4804,"111,836","5,181,663",3.1174,"3,587,475","169,508",25,TSE
2301 腳,2023/7/11,106.443,"62,502","7,478,349",2.6389,"2,368,481","284,218",25,TSE
2395 地,2023/7/11,352.6561,679,"257,431",0.0793,"856,732","324,701",25,TSE
2303 羛筿,2023/7/10,42.063,"34,464","1,662,115",0.2756,"12,503,139","601,401",24,TSE
2382 約笷,2023/7/10,144.0445,"35,811","5,792,204",0.9271,"3,862,627","627,677",25,TSE
2317 翬,2023/7/10,95.4704,"25,044","2,631,065",0.1807,"13,862,991","1,448,683",31,TSE
2412 い地筿,2023/7/10,101.6627,"5,796","662,942",0.0747,"7,757,447","884,349",27,TSE
2603 篴,2023/7/10,79.9448,"31,533","3,320,017",1.4899,"2,116,420","221,166",15,TSE
1301 鹅,2023/7/10,79.0494,"10,818","893,476",0.1699,"6,365,741","523,900",03,TSE
3231 絥承,2023/7/10,93.7967,"105,794","11,102,938",3.6481,"2,899,966","298,697",25,TSE
2356 璣穨笷,2023/7/10,38.9784,"47,640","2,133,703",1.328,"3,587,475","159,284",25,TSE
2301 腳,2023/7/10,99.3468,"29,036","3,280,000",1.2259,"2,368,481","265,270",25,TSE
2395 地,2023/7/10,344.7469,"1,537","571,095",0.1794,"856,732","317,419",25,TSE
2303 羛筿,2023/7/7,42.2816,"39,817","1,927,984",0.3185,"12,503,139","604,527",24,TSE
2382 約笷,2023/7/7,142.2716,"51,609","8,385,275",1.3361,"3,862,627","619,952",25,TSE
2317 翬,2023/7/7,96.384,"30,868","3,247,695",0.2227,"13,862,991","1,462,546",31,TSE
2412 い地筿,2023/7/7,102.1086,"7,644","874,670",0.0985,"7,757,447","888,228",27,TSE
2603 篴,2023/7/7,82.6224,"42,265","4,541,128",1.997,"2,116,420","228,573",15,TSE
1301 鹅,2023/7/7,78.7613,"16,019","1,317,464",0.2516,"6,365,741","521,991",03,TSE
3231 絥承,2023/7/7,96.5287,"152,840","16,371,141",5.2704,"2,899,966","307,396",25,TSE
2356 璣穨笷,2023/7/7,39.154,"63,659","2,873,123",1.7745,"3,587,475","160,001",25,TSE
2301 腳,2023/7/7,98.4598,"35,589","3,989,254",1.5026,"2,368,481","262,901",25,TSE
2395 地,2023/7/7,348.4689,"2,362","882,157",0.2757,"856,732","320,846",25,TSE
2303 羛筿,2023/7/6,42.1067,"41,894","2,024,067",0.3351,"12,503,139","602,026",24,TSE
2382 約笷,2023/7/6,146.2606,"58,575","9,815,657",1.5165,"3,862,627","637,334",25,TSE
2317 翬,2023/7/6,96.384,"70,071","7,440,779",0.5055,"13,862,991","1,462,546",31,TSE
2412 い地筿,2023/7/6,102.5545,"8,588","987,525",0.1107,"7,757,447","892,106",27,TSE
2603 篴,2023/7/6,81.4748,"41,200","4,377,751",1.9467,"2,116,420","225,399",15,TSE
1301 鹅,2023/7/6,79.9139,"16,215","1,356,223",0.2547,"6,365,741","529,630",03,TSE
3231 絥承,2023/7/6,96.0734,"153,587","16,333,888",5.2962,"2,899,966","305,946",25,TSE
2356 璣穨笷,2023/7/6,39.2418,"75,559","3,416,713",2.1062,"3,587,475","160,360",25,TSE
2301 腳,2023/7/6,101.5644,"40,482","4,669,879",1.7092,"2,368,481","271,191",25,TSE
2395 地,2023/7/6,355.4476,"2,173","830,345",0.2536,"856,732","327,271",25,TSE
2303 羛筿,2023/7/5,42.2816,"28,677","1,391,498",0.2294,"12,503,139","604,527",24,TSE
2382 約笷,2023/7/5,150.2495,"54,130","9,060,099",1.4014,"3,862,627","654,715",25,TSE
2317 翬,2023/7/5,99.1248,"51,570","5,599,325",0.372,"13,862,991","1,504,134",31,TSE
2412 い地筿,2023/7/5,102.5545,"8,417","971,963",0.1085,"7,757,447","892,106",27,TSE
2603 篴,2023/7/5,81.8574,"77,296","8,140,026",3.6522,"2,116,420","226,457",15,TSE
1301 鹅,2023/7/5,81.3547,"6,582","558,282",0.1034,"6,365,741","539,178",03,TSE
3231 絥承,2023/7/5,93.3414,"137,201","14,014,310",4.7311,"2,899,966","297,247",25,TSE
2356 璣穨笷,2023/7/5,39.6807,"96,094","4,410,151",2.6786,"3,587,475","162,154",25,TSE
2301 腳,2023/7/5,102.0079,"32,730","3,785,915",1.3819,"2,368,481","272,375",25,TSE
2395 地,2023/7/5,360.5653,"1,189","462,472",0.1388,"856,732","331,983",25,TSE
2303 羛筿,2023/7/4,42.6752,"30,856","1,500,613",0.2468,"12,503,139","610,153",24,TSE
2382 約笷,2023/7/4,151.1359,"101,935","17,103,477",2.639,"3,862,627","658,578",25,TSE
2317 翬,2023/7/4,100.4952,"88,850","9,848,987",0.6409,"13,862,991","1,524,929",31,TSE
2412 い地筿,2023/7/4,103.0004,"8,987","1,033,103",0.1158,"7,757,447","895,985",27,TSE
2603 篴,2023/7/4,80.7098,"199,849","21,467,918",9.4428,"2,116,420","223,282",15,TSE
1301 鹅,2023/7/4,81.3547,"11,985","1,018,536",0.1883,"6,365,741","539,178",03,TSE
3231 絥承,2023/7/4,93.2515,"104,088","10,737,437",3.5893,"2,899,966","304,496",25,TSE
2356 璣穨笷,2023/7/4,41.3926,"179,339","8,401,741",4.999,"3,587,475","169,149",25,TSE
2301 腳,2023/7/4,105.556,"65,814","7,753,736",2.7787,"2,368,481","281,849",25,TSE
2395 地,2023/7/4,360.5653,"1,668","646,312",0.1947,"856,732","331,983",25,TSE
2303 羛筿,2023/7/3,42.1942,"52,972","2,573,598",0.4237,"12,503,139","603,276",24,TSE
2382 約笷,2023/7/3,142.2716,"70,996","11,389,437",1.838,"3,862,627","619,952",25,TSE
2317 翬,2023/7/3,100.221,"88,011","10,089,020",0.6349,"13,862,991","1,594,244",31,TSE
2412 い地筿,2023/7/3,102.5545,"11,503","1,330,214",0.1483,"7,757,447","892,106",27,TSE
2603 篴,2023/7/3,78.4148,"75,242","7,608,707",3.5552,"2,116,420","216,933",15,TSE
1301 鹅,2023/7/3,82.2191,"7,117","610,819",0.1118,"6,365,741","544,907",03,TSE
3231 絥承,2023/7/3,84.9921,"110,289","10,571,455",3.8031,"2,899,966","277,527",25,TSE
2356 璣穨笷,2023/7/3,38.7589,"79,516","3,552,398",2.2165,"3,587,475","158,387",25,TSE
2301 腳,2023/7/3,100.6773,"47,622","5,324,409",2.0107,"2,368,481","268,823",25,TSE
2395 地,2023/7/3,355.3267,"2,387","1,013,075",0.3064,"778,934","334,942",25,TSE
2303 羛筿,2023/6/30,42.4128,"44,533","2,151,795",0.3562,"12,503,139","606,402",24,TSE
2382 約笷,2023/6/30,134.737,"58,848","8,838,097",1.5235,"3,862,627","587,119",25,TSE
2317 翬,2023/6/30,98.4781,"48,499","5,448,631",0.3498,"13,862,991","1,566,518",31,TSE
2412 い地筿,2023/6/30,103.8922,"11,472","1,340,052",0.1479,"7,757,447","903,743",27,TSE
2603 篴,2023/6/30,71.5296,"317,803","29,495,191",15.0161,"2,116,420","197,885",15,TSE
1301 鹅,2023/6/30,82.3152,"9,723","835,825",0.1527,"6,365,741","545,544",03,TSE
3231 絥承,2023/6/30,80.6403,"157,827","13,959,862",5.4424,"2,899,966","263,317",25,TSE
2356 璣穨笷,2023/6/30,37.9249,"38,357","1,655,965",1.0692,"3,587,475","154,979",25,TSE
2301 腳,2023/6/30,91.8071,"17,223","1,774,283",0.7272,"2,368,481","245,138",25,TSE
2395 地,2023/6/30,338.3867,"1,070","434,884",0.1374,"778,934","318,973",25,TSE
2303 羛筿,2023/6/29,42.4128,"50,112","2,440,493",0.4008,"12,503,139","606,402",24,TSE
2382 約笷,2023/6/29,129.8617,"28,092","4,089,268",0.7273,"3,862,627","565,875",25,TSE
2317 翬,2023/6/29,98.4781,"39,965","4,562,815",0.2883,"13,862,991","1,566,518",31,TSE
2412 い地筿,2023/6/29,104.7839,"15,713","1,847,345",0.2026,"7,757,447","911,500",27,TSE
2603 篴,2023/6/29,65.0269,"116,946","18,093,538",5.5257,"2,116,420","328,045",15,TSE
1301 鹅,2023/6/29,82.7954,"8,227","710,588",0.1292,"6,365,741","548,727",03,TSE
3231 絥承,2023/6/29,74.246,"137,937","11,342,180",4.7565,"2,899,966","242,437",25,TSE
2356 璣穨笷,2023/6/29,37.881,"26,589","1,142,689",0.7412,"3,587,475","154,800",25,TSE
2301 腳,2023/6/29,90.4766,"13,028","1,327,385",0.5501,"2,368,481","241,585",25,TSE
2395 地,2023/6/29,331.3628,651,"262,116",0.0836,"778,934","312,352",25,TSE
2303 羛筿,2023/6/28,42.9375,"33,543","1,653,079",0.2683,"12,503,139","613,904",24,TSE
2382 約笷,2023/6/28,127.6456,"37,926","5,512,152",0.9819,"3,862,627","556,218",25,TSE
2317 翬,2023/6/28,100.221,"45,726","5,262,217",0.3298,"13,862,991","1,594,244",31,TSE
2412 い地筿,2023/6/28,104.1508,"12,201","1,483,721",0.1573,"7,757,447","942,530",27,TSE
2603 篴,2023/6/28,66.0757,"49,412","7,825,742",2.3347,"2,116,420","333,336",15,TSE
1301 鹅,2023/6/28,82.7954,"11,279","973,324",0.1772,"6,365,741","548,727",03,TSE
3231 絥承,2023/6/28,69.8942,"118,033","9,541,222",4.0702,"2,899,966","228,227",25,TSE
2356 璣穨笷,2023/6/28,37.486,"43,500","1,889,112",1.2126,"3,587,475","153,185",25,TSE
2301 腳,2023/6/28,88.7025,"17,100","1,719,568",0.722,"2,368,481","236,848",25,TSE
2395 地,2023/6/28,335.9077,338,"137,310",0.0434,"778,934","316,637",25,TSE
2303 羛筿,2023/6/27,42.8938,"146,810","7,286,874",1.1742,"12,503,139","613,279",24,TSE
2382 約笷,2023/6/27,125.4295,"48,036","6,779,651",1.2436,"3,862,627","546,562",25,TSE
2317 翬,2023/6/27,99.3496,"67,357","7,750,488",0.4859,"13,862,991","1,580,381",31,TSE
2412 い地筿,2023/6/27,104.5794,"11,025","1,351,914",0.1421,"7,757,447","946,408",27,TSE
2603 篴,2023/6/27,67.544,"40,548","6,545,790",1.9159,"2,116,420","340,744",15,TSE
1301 鹅,2023/6/27,83.5638,"18,862","1,651,179",0.2963,"6,365,741","553,819",03,TSE
3231 絥承,2023/6/27,70.6935,"109,298","8,804,697",3.7689,"2,899,966","230,837",25,TSE
2356 璣穨笷,2023/6/27,37.6616,"38,409","1,662,722",1.0706,"3,587,475","153,903",25,TSE
