靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
2301 腳,2021/9/24,51.3991,"6,846","439,114",0.2912,"2,350,867","150,455",25,TSE
2395 地,2021/9/24,297.9064,634,"234,469",0.082,"773,469","285,797",25,TSE
2303 羛筿,2021/9/23,49.9204,"118,464","7,765,469",0.9536,"12,423,269","809,997",24,TSE
2382 約笷,2021/9/23,60.6078,"13,208","1,041,847",0.3419,"3,862,627","307,079",25,TSE
2317 翬,2021/9/23,88.2603,"18,991","2,029,833",0.137,"13,862,991","1,476,409",31,TSE
2412 い地筿,2021/9/23,91.7888,"5,812","645,487",0.0749,"7,757,447","861,077",27,TSE
2603 篴,2021/9/23,103.2572,"79,065","10,133,275",1.4944,"5,290,847","674,583",15,TSE
1301 鹅,2021/9/23,86.7901,"7,179","731,706",0.1128,"6,365,741","652,488",03,TSE
3231 絥承,2021/9/23,22.5702,"7,421","205,506",0.2556,"2,903,372","80,569",25,TSE
2356 璣穨笷,2021/9/23,21.0804,"21,526","553,356",0.6,"3,587,475","91,481",25,TSE
2301 腳,2021/9/23,51.2385,"10,812","687,760",0.4599,"2,350,867","149,985",25,TSE
2395 地,2021/9/23,299.5189,"1,708","632,832",0.2208,"773,469","287,344",25,TSE
2303 羛筿,2021/9/22,49.4611,"165,678","10,634,829",1.3336,"12,423,269","802,543",24,TSE
2382 約笷,2021/9/22,59.7692,"12,902","993,619",0.334,"3,862,627","302,830",25,TSE
2317 翬,2021/9/22,88.6747,"38,855","4,142,578",0.2803,"13,862,991","1,483,340",31,TSE
2412 い地筿,2021/9/22,91.7888,"11,797","1,304,670",0.1521,"7,757,447","861,077",27,TSE
2603 篴,2021/9/22,101.2325,"87,059","10,901,547",1.6455,"5,290,847","661,356",15,TSE
1301 鹅,2021/9/22,84.6733,"7,924","796,354",0.1245,"6,365,741","636,574",03,TSE
3231 絥承,2021/9/22,22.2855,"11,705","320,185",0.4032,"2,903,372","79,552",25,TSE
2356 璣穨笷,2021/9/22,20.9977,"20,115","504,024",0.5607,"3,587,475","91,122",25,TSE
2301 腳,2021/9/22,49.6322,"8,719","533,399",0.3709,"2,350,867","145,284",25,TSE
2395 地,2021/9/22,294.2783,"1,199","438,811",0.155,"773,469","282,316",25,TSE
2303 羛筿,2021/9/17,50.2267,"169,502","11,207,197",1.3644,"12,423,269","814,966",24,TSE
2382 約笷,2021/9/17,59.388,"13,285","1,027,430",0.3439,"3,862,627","300,899",25,TSE
2317 翬,2021/9/17,89.9178,"46,682","5,061,166",0.3367,"13,862,991","1,504,134",31,TSE
2412 い地筿,2021/9/17,91.7888,"10,931","1,214,221",0.1409,"7,757,447","861,077",27,TSE
2603 篴,2021/9/17,103.6621,"115,775","14,750,150",2.1882,"5,290,847","677,228",15,TSE
1301 鹅,2021/9/17,86.3667,"10,733","1,099,808",0.1686,"6,365,741","649,306",03,TSE
3231 絥承,2021/9/17,22.5295,"13,307","368,511",0.4583,"2,903,372","80,423",25,TSE
2356 璣穨笷,2021/9/17,20.5844,"11,165","277,578",0.3112,"3,587,475","89,328",25,TSE
2301 腳,2021/9/17,49.0701,"10,893","667,701",0.4634,"2,350,867","143,638",25,TSE
2395 地,2021/9/17,296.2939,"1,654","610,080",0.2138,"773,469","284,250",25,TSE
2303 羛筿,2021/9/16,50.6861,"141,524","9,420,005",1.1392,"12,423,269","822,420",24,TSE
2382 約笷,2021/9/16,57.9395,"2,901","220,102",0.0751,"3,862,627","293,560",25,TSE
2317 翬,2021/9/16,89.0891,"23,004","2,488,329",0.1659,"13,862,991","1,490,271",31,TSE
2412 い地筿,2021/9/16,92.2023,"6,648","739,588",0.0857,"7,757,447","864,955",27,TSE
2603 篴,2021/9/16,100.4226,"71,912","8,967,966",1.3592,"5,290,847","656,065",15,TSE
1301 鹅,2021/9/16,87.2135,"10,705","1,107,544",0.1682,"6,365,741","655,671",03,TSE
3231 絥承,2021/9/16,22.5295,"7,531","207,999",0.2594,"2,903,372","80,423",25,TSE
2356 璣穨笷,2021/9/16,20.5844,"5,291","131,432",0.1475,"3,587,475","89,328",25,TSE
2301 腳,2021/9/16,49.1504,"6,444","394,384",0.2741,"2,350,867","143,873",25,TSE
2395 地,2021/9/16,299.1158,946,"350,684",0.1223,"773,469","286,957",25,TSE
2303 羛筿,2021/9/15,50.2267,"105,174","6,936,180",0.8466,"12,423,269","814,966",24,TSE
2382 約笷,2021/9/15,57.8632,"5,171","393,519",0.1339,"3,862,627","293,173",25,TSE
2317 翬,2021/9/15,89.9178,"64,013","7,002,242",0.4618,"13,862,991","1,504,134",31,TSE
2412 い地筿,2021/9/15,91.7888,"7,423","825,068",0.0957,"7,757,447","861,077",27,TSE
2603 篴,2021/9/15,100.8276,"190,503","23,435,575",3.6006,"5,290,847","658,710",15,TSE
1301 鹅,2021/9/15,86.3667,"6,660","680,623",0.1046,"6,365,741","649,306",03,TSE
3231 絥承,2021/9/15,22.5702,"16,910","468,211",0.5824,"2,903,372","80,569",25,TSE
2356 璣穨笷,2021/9/15,20.543,"8,590","213,290",0.2394,"3,587,475","89,149",25,TSE
2301 腳,2021/9/15,49.3913,"7,670","473,324",0.3263,"2,350,867","144,578",25,TSE
2395 地,2021/9/15,295.4877,940,"346,301",0.1215,"773,469","283,476",25,TSE
2303 羛筿,2021/9/14,50.533,"157,499","10,448,160",1.2678,"12,423,269","819,936",24,TSE
2382 約笷,2021/9/14,57.7108,"3,821","288,689",0.0989,"3,862,627","292,401",25,TSE
2317 翬,2021/9/14,89.0891,"19,260","2,066,358",0.1389,"13,862,991","1,490,271",31,TSE
2412 い地筿,2021/9/14,91.7888,"6,762","751,288",0.0872,"7,757,447","861,077",27,TSE
2603 篴,2021/9/14,100.0177,"205,806","26,401,275",3.891,"5,289,256","653,223",15,TSE
1301 鹅,2021/9/14,86.3667,"11,463","1,167,908",0.1801,"6,365,741","649,306",03,TSE
3231 絥承,2021/9/14,22.1228,"7,626","208,030",0.2627,"2,903,372","78,972",25,TSE
2356 璣穨笷,2021/9/14,20.3777,"5,771","142,635",0.1609,"3,587,475","88,431",25,TSE
2301 腳,2021/9/14,49.0701,"6,750","413,174",0.2871,"2,350,867","143,638",25,TSE
2395 地,2021/9/14,299.922,"1,821","674,266",0.2354,"773,469","287,730",25,TSE
2303 羛筿,2021/9/13,51.1455,"164,864","11,125,814",1.3271,"12,423,269","829,874",24,TSE
2382 約笷,2021/9/13,57.3296,"4,536","340,063",0.1174,"3,862,627","290,470",25,TSE
2317 翬,2021/9/13,88.2603,"15,455","1,652,913",0.1115,"13,862,991","1,476,409",31,TSE
2412 い地筿,2021/9/13,91.7888,"6,019","666,557",0.0776,"7,757,447","861,077",27,TSE
2603 篴,2021/9/13,106.9015,"199,698","26,865,985",3.7755,"5,289,256","698,182",15,TSE
1301 鹅,2021/9/13,85.0966,"9,065","910,404",0.1424,"6,365,741","639,757",03,TSE
3231 絥承,2021/9/13,22.0008,"9,819","265,390",0.3382,"2,903,372","78,536",25,TSE
2356 璣穨笷,2021/9/13,20.419,"6,097","149,856",0.17,"3,587,475","88,611",25,TSE
2301 腳,2021/9/13,48.6685,"3,329","201,190",0.1416,"2,350,867","142,463",25,TSE
2395 地,2021/9/13,302.3408,"8,365","3,087,566",1.0815,"773,469","290,051",25,TSE
2303 羛筿,2021/9/10,52.2174,"212,753","14,505,749",1.7125,"12,423,269","847,267",24,TSE
2382 約笷,2021/9/10,57.1009,"7,942","591,529",0.2056,"3,862,627","289,311",25,TSE
2317 翬,2021/9/10,89.5034,"13,324","1,435,914",0.0961,"13,862,991","1,497,203",31,TSE
2412 い地筿,2021/9/10,91.3754,"4,127","456,913",0.0532,"7,757,447","857,198",27,TSE
2603 篴,2021/9/10,108.1163,"204,332","26,574,072",3.8632,"5,289,256","706,116",15,TSE
1301 鹅,2021/9/10,83.9959,"6,699","664,655",0.1052,"6,365,741","631,481",03,TSE
3231 絥承,2021/9/10,22.0822,"5,314","144,258",0.183,"2,903,372","78,827",25,TSE
2356 璣穨笷,2021/9/10,20.295,"3,764","92,157",0.1049,"3,587,475","88,073",25,TSE
2301 腳,2021/9/10,48.1866,"4,091","245,316",0.174,"2,350,867","141,052",25,TSE
2395 地,2021/9/10,317.6593,545,"215,286",0.0705,"773,469","304,747",25,TSE
2303 羛筿,2021/9/9,51.6814,"280,520","18,807,104",2.258,"12,423,269","838,571",24,TSE
2382 約笷,2021/9/9,57.9395,"3,630","275,467",0.094,"3,862,627","293,560",25,TSE
2317 翬,2021/9/9,88.6747,"20,446","2,187,406",0.1475,"13,862,991","1,483,340",31,TSE
2412 い地筿,2021/9/9,91.3754,"4,151","459,394",0.0535,"7,757,447","857,198",27,TSE
2603 篴,2021/9/9,102.4473,"138,112","17,515,234",2.6112,"5,289,256","669,091",15,TSE
1301 鹅,2021/9/9,83.9112,"6,264","620,707",0.0984,"6,365,741","630,845",03,TSE
3231 絥承,2021/9/9,22.0415,"5,139","139,361",0.177,"2,903,372","78,681",25,TSE
2356 璣穨笷,2021/9/9,20.2537,"5,505","134,606",0.1535,"3,587,475","87,893",25,TSE
2301 腳,2021/9/9,47.8654,"4,791","285,079",0.2038,"2,350,867","140,112",25,TSE
2395 地,2021/9/9,316.0469,"1,264","494,964",0.1634,"773,469","303,200",25,TSE
2303 羛筿,2021/9/8,50.3798,"371,885","24,660,663",2.9935,"12,423,269","817,451",24,TSE
2382 約笷,2021/9/8,58.092,"4,655","355,655",0.1205,"3,862,627","294,332",25,TSE
2317 翬,2021/9/8,89.0891,"28,705","3,100,212",0.2071,"13,862,991","1,490,271",31,TSE
2412 い地筿,2021/9/8,91.7888,"11,028","1,223,320",0.1422,"7,757,447","861,077",27,TSE
2603 篴,2021/9/8,102.0424,"184,893","23,408,487",3.4956,"5,289,256","666,446",15,TSE
1301 鹅,2021/9/8,85.0966,"4,277","428,479",0.0672,"6,365,741","639,757",03,TSE
3231 絥承,2021/9/8,22.1228,"8,825","240,204",0.304,"2,903,372","78,972",25,TSE
2356 璣穨笷,2021/9/8,20.2124,"7,520","183,365",0.2096,"3,587,475","87,714",25,TSE
2301 腳,2021/9/8,47.8654,"7,564","450,821",0.3218,"2,350,867","140,112",25,TSE
2395 地,2021/9/8,314.4344,750,"292,306",0.097,"773,469","301,653",25,TSE
2303 羛筿,2021/9/7,52.2174,"330,249","22,635,837",2.6583,"12,423,269","847,267",24,TSE
2382 約笷,2021/9/7,58.6256,"2,782","214,498",0.072,"3,862,627","297,036",25,TSE
2317 翬,2021/9/7,89.9178,"23,359","2,542,208",0.1685,"13,862,991","1,504,134",31,TSE
2412 い地筿,2021/9/7,91.7888,"7,017","780,043",0.0905,"7,757,447","861,077",27,TSE
2603 篴,2021/9/7,103.6621,"303,512","38,204,656",5.7383,"5,289,256","677,025",15,TSE
1301 鹅,2021/9/7,85.0966,"3,961","397,206",0.0622,"6,365,741","639,757",03,TSE
3231 絥承,2021/9/7,22.3262,"4,370","120,082",0.1505,"2,903,372","79,698",25,TSE
2356 璣穨笷,2021/9/7,20.4604,"10,392","254,410",0.2897,"3,587,475","88,790",25,TSE
2301 腳,2021/9/7,48.6685,"5,456","329,620",0.2321,"2,350,867","142,463",25,TSE
2395 地,2021/9/7,314.4344,725,"282,753",0.0937,"773,469","301,653",25,TSE
2303 羛筿,2021/9/6,53.519,"583,661","40,902,840",4.6981,"12,423,269","868,387",24,TSE
2382 約笷,2021/9/6,58.5494,"2,925","226,155",0.0757,"3,862,627","296,650",25,TSE
2317 翬,2021/9/6,91.9896,"18,445","2,059,630",0.1331,"13,862,991","1,538,792",31,TSE
2412 い地筿,2021/9/6,91.7888,"7,988","886,942",0.103,"7,757,447","861,077",27,TSE
2603 篴,2021/9/6,95.5635,"201,496","24,485,927",3.8095,"5,289,256","624,132",15,TSE
1301 鹅,2021/9/6,84.0805,"3,581","357,094",0.0563,"6,365,741","632,118",03,TSE
3231 絥承,2021/9/6,22.4075,"6,882","190,559",0.237,"2,903,372","79,988",25,TSE
2356 璣穨笷,2021/9/6,19.9643,"4,887","119,038",0.1362,"3,587,475","86,638",25,TSE
2301 腳,2021/9/6,48.9094,"5,529","337,862",0.2352,"2,350,867","143,168",25,TSE
2395 地,2021/9/6,310.4032,526,"203,493",0.068,"773,469","297,785",25,TSE
2303 羛筿,2021/9/3,53.5956,"638,063","43,390,185",5.136,"12,423,269","869,629",24,TSE
2382 約笷,2021/9/3,59.0068,"3,470","268,158",0.0898,"3,862,627","298,967",25,TSE
2317 翬,2021/9/3,93.2327,"24,501","2,747,764",0.1767,"13,862,991","1,559,586",31,TSE
2412 い地筿,2021/9/3,91.7888,"6,338","704,374",0.0817,"7,757,447","861,077",27,TSE
2603 篴,2021/9/3,101.6374,"229,460","28,959,878",4.3382,"5,289,256","663,802",15,TSE
1301 鹅,2021/9/3,85.0966,"6,940","696,549",0.109,"6,365,741","639,757",03,TSE
3231 絥承,2021/9/3,22.4075,"3,722","102,691",0.1282,"2,903,372","79,988",25,TSE
2356 璣穨笷,2021/9/3,20.2124,"6,614","161,077",0.1844,"3,587,475","87,714",25,TSE
2301 腳,2021/9/3,48.9094,"2,902","176,616",0.1234,"2,350,867","143,168",25,TSE
2395 地,2021/9/3,311.2094,958,"368,684",0.1239,"773,469","298,559",25,TSE
2303 羛筿,2021/9/2,49.0017,"420,645","27,496,843",3.3859,"12,423,269","795,089",24,TSE
2382 約笷,2021/9/2,58.7781,"2,629","203,699",0.0681,"3,862,627","297,809",25,TSE
2317 翬,2021/9/2,92.404,"29,727","3,315,302",0.2144,"13,862,991","1,545,723",31,TSE
2412 い地筿,2021/9/2,91.7888,"4,436","491,492",0.0572,"7,757,447","861,077",27,TSE
2603 篴,2021/9/2,104.8769,"195,969","25,191,815",3.705,"5,289,256","684,959",15,TSE
1301 鹅,2021/9/2,83.6572,"5,682","564,305",0.0893,"6,365,741","628,935",03,TSE
3231 絥承,2021/9/2,22.3668,"4,673","128,994",0.161,"2,903,372","79,843",25,TSE
2356 璣穨笷,2021/9/2,20.1297,"5,519","134,138",0.1538,"3,587,475","87,355",25,TSE
2301 腳,2021/9/2,48.6685,"3,900","236,468",0.1659,"2,350,867","142,463",25,TSE
2395 地,2021/9/2,310.4032,827,"320,368",0.1069,"773,469","297,785",25,TSE
2303 羛筿,2021/9/1,49.0782,"259,821","16,598,177",2.0914,"12,423,269","796,332",24,TSE
2382 約笷,2021/9/1,59.4642,"4,495","350,853",0.1164,"3,862,627","301,285",25,TSE
2317 翬,2021/9/1,91.9896,"22,374","2,481,606",0.1614,"13,862,991","1,538,792",31,TSE
2412 い地筿,2021/9/1,91.3754,"12,457","1,384,759",0.1606,"7,757,447","857,198",27,TSE
2603 篴,2021/9/1,104.067,"280,613","36,617,107",5.3053,"5,289,256","679,669",15,TSE
1301 鹅,2021/9/1,84.6733,"7,034","705,243",0.1105,"6,365,741","636,574",03,TSE
3231 絥承,2021/9/1,22.4075,"5,677","156,626",0.1955,"2,903,372","79,988",25,TSE
2356 璣穨笷,2021/9/1,20.1297,"5,101","123,927",0.1422,"3,587,475","87,355",25,TSE
2301 腳,2021/9/1,48.8291,"4,156","253,059",0.1768,"2,350,867","142,933",25,TSE
2395 地,2021/9/1,309.5969,825,"317,262",0.1067,"773,469","297,012",25,TSE
2303 羛筿,2021/8/31,48.3126,"180,847","11,272,433",1.4557,"12,423,269","783,908",24,TSE
2382 約笷,2021/8/31,59.7692,"9,530","744,013",0.2467,"3,862,627","302,830",25,TSE
2317 翬,2021/8/31,91.9896,"30,641","3,368,752",0.221,"13,862,991","1,538,792",31,TSE
2412 い地筿,2021/8/31,92.6157,"21,352","2,388,412",0.2752,"7,757,447","868,834",27,TSE
2603 篴,2021/8/31,110.141,"135,061","18,673,487",2.5535,"5,289,256","719,339",15,TSE
1301 鹅,2021/8/31,86.7901,"6,695","681,979",0.1052,"6,365,741","652,488",03,TSE
3231 絥承,2021/8/31,22.2855,"11,236","308,263",0.387,"2,903,372","79,552",25,TSE
2356 璣穨笷,2021/8/31,20.0883,"7,625","184,968",0.2125,"3,587,475","87,176",25,TSE
2301 腳,2021/8/31,49.1504,"5,784","352,810",0.246,"2,350,867","143,873",25,TSE
2395 地,2021/8/31,311.2094,"1,049","402,465",0.1356,"773,469","298,559",25,TSE
2303 羛筿,2021/8/30,48.0829,"205,442","12,840,138",1.6537,"12,423,269","780,181",24,TSE
2382 約笷,2021/8/30,59.083,"4,785","369,361",0.1239,"3,862,627","299,354",25,TSE
2317 翬,2021/8/30,90.3322,"14,000","1,515,530",0.101,"13,862,991","1,511,066",31,TSE
2412 い地筿,2021/8/30,91.7888,"11,303","1,252,822",0.1457,"7,757,447","861,077",27,TSE
2603 篴,2021/8/30,113.3804,"94,907","13,466,113",1.7943,"5,289,256","740,496",15,TSE
1301 鹅,2021/8/30,86.7901,"7,165","729,959",0.1126,"6,365,741","652,488",03,TSE
3231 絥承,2021/8/30,22.4888,"6,462","177,752",0.2226,"2,903,372","80,278",25,TSE
2356 璣穨笷,2021/8/30,20.1297,"5,597","135,019",0.156,"3,587,475","87,355",25,TSE
2301 腳,2021/8/30,48.9897,"4,708","285,463",0.2003,"2,350,867","143,403",25,TSE
2395 地,2021/8/30,310.4032,"1,041","395,881",0.1347,"772,886","297,561",25,TSE
2303 羛筿,2021/8/27,47.2407,"170,082","10,410,623",1.3691,"12,423,269","766,516",24,TSE
2382 約笷,2021/8/27,58.5494,"4,123","316,034",0.1067,"3,862,627","296,650",25,TSE
2317 翬,2021/8/27,89.5034,"13,875","1,495,362",0.1001,"13,862,991","1,497,203",31,TSE
2412 い地筿,2021/8/27,90.9619,"8,184","901,416",0.1055,"7,757,447","853,319",27,TSE
2603 篴,2021/8/27,114.1903,"130,488","18,461,199",2.467,"5,289,256","745,785",15,TSE
1301 鹅,2021/8/27,85.0966,"3,969","396,932",0.0623,"6,365,741","639,757",03,TSE
3231 絥承,2021/8/27,22.3668,"5,136","141,027",0.1769,"2,903,372","79,843",25,TSE
2356 璣穨笷,2021/8/27,20.0057,"3,923","94,829",0.1094,"3,587,475","86,817",25,TSE
2301 腳,2021/8/27,47.9457,"5,094","303,083",0.2167,"2,350,867","140,347",25,TSE
2395 地,2021/8/27,302.3408,593,"220,294",0.0767,"772,886","289,832",25,TSE
2303 羛筿,2021/8/26,46.8578,"260,011","15,956,594",2.0929,"12,423,269","760,304",24,TSE
2382 約笷,2021/8/26,58.1682,"4,700","358,721",0.1217,"3,862,627","294,718",25,TSE
2317 翬,2021/8/26,89.0891,"13,135","1,414,850",0.0947,"13,862,991","1,490,271",31,TSE
2412 い地筿,2021/8/26,90.9619,"12,577","1,384,395",0.1621,"7,757,447","853,319",27,TSE
2603 篴,2021/8/26,115.4051,"188,060","26,719,809",3.5555,"5,289,256","753,719",15,TSE
1301 鹅,2021/8/26,83.7418,"3,147","310,625",0.0494,"6,365,741","629,572",03,TSE
3231 絥承,2021/8/26,22.2448,"8,211","224,868",0.2828,"2,903,372","79,407",25,TSE
2356 璣穨笷,2021/8/26,19.9643,"7,343","176,435",0.2047,"3,587,475","86,638",25,TSE
2301 腳,2021/8/26,47.3032,"7,174","422,574",0.3052,"2,350,867","138,466",25,TSE
2395 地,2021/8/26,298.3095,648,"237,991",0.0838,"772,886","285,968",25,TSE
2303 羛筿,2021/8/25,45.9391,"224,638","13,469,417",1.8082,"12,423,269","745,396",24,TSE
2382 約笷,2021/8/25,58.7018,"5,528","425,833",0.1431,"3,862,627","297,422",25,TSE
2317 翬,2021/8/25,89.9178,"14,477","1,568,051",0.1044,"13,862,991","1,504,134",31,TSE
2412 い地筿,2021/8/25,90.9619,"38,067","4,195,279",0.4907,"7,757,447","853,319",27,TSE
2603 篴,2021/8/25,116.6198,"201,656","28,653,093",3.8126,"5,289,256","761,653",15,TSE
1301 鹅,2021/8/25,84.2499,"3,679","364,271",0.0578,"6,365,741","633,391",03,TSE
3231 絥承,2021/8/25,22.5702,"9,755","270,449",0.336,"2,903,372","80,569",25,TSE
2356 璣穨笷,2021/8/25,20.0057,"5,455","131,914",0.1521,"3,587,475","86,817",25,TSE
2301 腳,2021/8/25,47.7048,"6,124","363,124",0.2605,"2,350,867","139,642",25,TSE
2395 地,2021/8/25,301.9376,461,"172,454",0.0596,"772,886","289,446",25,TSE
2303 羛筿,2021/8/24,44.714,"177,627","10,503,233",1.4298,"12,423,269","725,519",24,TSE
2382 約笷,2021/8/24,58.4731,"5,987","458,869",0.155,"3,862,627","296,264",25,TSE
2317 翬,2021/8/24,90.3322,"18,000","1,953,125",0.1298,"13,862,991","1,511,066",31,TSE
2412 い地筿,2021/8/24,91.9459,"15,045","1,737,291",0.1939,"7,757,447","895,985",27,TSE
2603 篴,2021/8/24,113.3804,"359,468","51,378,792",6.7962,"5,289,256","740,496",15,TSE
1301 鹅,2021/8/24,83.9112,"3,055","302,257",0.048,"6,365,741","630,845",03,TSE
3231 絥承,2021/8/24,22.4482,"10,511","288,797",0.362,"2,903,372","80,133",25,TSE
2356 璣穨笷,2021/8/24,20.0883,"8,421","204,311",0.2347,"3,587,475","87,176",25,TSE
2301 腳,2021/8/24,46.9017,"3,803","222,891",0.1618,"2,350,867","137,291",25,TSE
2395 地,2021/8/24,299.922,288,"107,304",0.0373,"772,886","287,513",25,TSE
2303 羛筿,2021/8/23,44.8671,"163,631","9,501,111",1.3171,"12,423,269","728,004",24,TSE
2382 約笷,2021/8/23,57.8632,"5,707","434,606",0.1477,"3,862,627","293,173",25,TSE
2317 翬,2021/8/23,89.0891,"24,065","2,572,410",0.1736,"13,862,991","1,490,271",31,TSE
2412 い地筿,2021/8/23,91.9459,"8,672","1,004,847",0.1118,"7,757,447","895,985",27,TSE
2603 篴,2021/8/23,116.6198,"330,334","47,119,806",6.2454,"5,289,254","761,653",15,TSE
1301 鹅,2021/8/23,82.9798,"2,895","282,998",0.0455,"6,365,741","623,843",03,TSE
3231 絥承,2021/8/23,21.9195,"9,738","262,833",0.3354,"2,903,372","78,246",25,TSE
2356 璣穨笷,2021/8/23,19.9643,"8,625","207,861",0.2404,"3,587,475","86,638",25,TSE
2301 腳,2021/8/23,46.8213,"3,817","223,417",0.1624,"2,350,867","137,056",25,TSE
2395 地,2021/8/23,298.3095,618,"229,025",0.08,"772,886","285,968",25,TSE
2303 羛筿,2021/8/20,42.6468,"142,080","7,894,698",1.1437,"12,423,269","691,976",24,TSE
2382 約笷,2021/8/20,57.6345,"6,821","516,383",0.1766,"3,862,627","292,015",25,TSE
2317 翬,2021/8/20,86.6029,"30,552","3,181,870",0.2204,"13,862,991","1,448,683",31,TSE
2412 い地筿,2021/8/20,92.3439,"11,439","1,330,555",0.1475,"7,757,447","899,864",27,TSE
2603 篴,2021/8/20,107.3065,"225,267","29,638,774",4.259,"5,289,254","700,826",15,TSE
1301 鹅,2021/8/20,81.117,"5,298","510,205",0.0832,"6,365,741","609,838",03,TSE
3231 絥承,2021/8/20,21.8788,"8,016","215,363",0.2761,"2,903,372","78,101",25,TSE
2356 璣穨笷,2021/8/20,19.7577,"8,722","208,152",0.2431,"3,587,475","85,741",25,TSE
2301 腳,2021/8/20,46.1789,"6,231","359,332",0.2651,"2,350,867","135,175",25,TSE
2395 地,2021/8/20,294.2783,904,"331,126",0.117,"772,886","282,103",25,TSE
2303 羛筿,2021/8/19,42.4936,"176,910","9,958,487",1.424,"12,423,269","689,491",24,TSE
2382 約笷,2021/8/19,57.1009,"6,795","506,654",0.1759,"3,862,627","289,311",25,TSE
2317 翬,2021/8/19,85.3597,"52,199","5,427,105",0.3765,"13,862,991","1,427,888",31,TSE
2412 い地筿,2021/8/19,92.742,"9,364","1,093,023",0.1207,"7,757,447","903,743",27,TSE
2603 篴,2021/8/19,103.6621,"321,246","42,829,774",6.0736,"5,289,254","677,025",15,TSE
1301 鹅,2021/8/19,81.879,"8,149","795,954",0.128,"6,365,741","615,567",03,TSE
3231 絥承,2021/8/19,21.7162,"12,407","331,134",0.4273,"2,903,372","77,520",25,TSE
2356 璣穨笷,2021/8/19,19.675,"11,145","264,034",0.3107,"3,587,475","85,382",25,TSE
2301 腳,2021/8/19,45.697,"9,300","531,458",0.3956,"2,350,867","133,764",25,TSE
2395 地,2021/8/19,291.8596,828,"299,666",0.1071,"772,886","279,785",25,TSE
2303 羛筿,2021/8/18,44.4843,"191,647","10,854,557",1.5426,"12,423,269","721,792",24,TSE
2382 約笷,2021/8/18,57.3296,"12,292","918,630",0.3182,"3,862,627","290,470",25,TSE
2317 翬,2021/8/18,88.6747,"36,974","3,912,990",0.2667,"13,862,991","1,483,340",31,TSE
2412 い地筿,2021/8/18,93.538,"6,759","792,885",0.0871,"7,757,447","911,500",27,TSE
2603 篴,2021/8/18,110.141,"273,901","35,824,651",5.1784,"5,289,254","719,339",15,TSE
1301 鹅,2021/8/18,84.2499,"5,813","574,198",0.0913,"6,365,741","633,391",03,TSE
3231 絥承,2021/8/18,21.9602,"8,198","219,877",0.2824,"2,903,372","78,391",25,TSE
2356 璣穨笷,2021/8/18,19.6337,"12,383","292,743",0.3452,"3,587,475","85,203",25,TSE
2301 腳,2021/8/18,46.982,"5,793","338,129",0.2464,"2,350,867","137,526",25,TSE
2395 地,2021/8/18,293.8752,684,"246,882",0.0885,"772,886","281,717",25,TSE
2303 羛筿,2021/8/17,42.953,"152,522","8,722,680",1.2277,"12,423,269","696,945",24,TSE
2382 約笷,2021/8/17,56.1861,"9,699","713,370",0.2511,"3,862,627","284,676",25,TSE
2317 翬,2021/8/17,88.2603,"26,076","2,788,145",0.1881,"13,862,991","1,476,409",31,TSE
2412 い地筿,2021/8/17,93.538,"10,532","1,235,706",0.1358,"7,757,447","911,500",27,TSE
2603 篴,2021/8/17,100.4307,"144,221","18,832,249",2.7267,"5,289,254","669,091",15,TSE
1301 鹅,2021/8/17,83.7418,"4,786","474,877",0.0752,"6,365,741","629,572",03,TSE
3231 絥承,2021/8/17,21.7568,"8,640","231,610",0.2976,"2,903,372","77,665",25,TSE
2356 璣穨笷,2021/8/17,19.5923,"9,773","231,889",0.2724,"3,587,475","85,023",25,TSE
2301 腳,2021/8/17,46.982,"7,663","448,206",0.326,"2,350,867","137,526",25,TSE
2395 地,2021/8/17,286.619,658,"234,385",0.0851,"772,886","274,761",25,TSE
2303 羛筿,2021/8/16,43.7187,"142,298","8,116,696",1.1454,"12,423,269","709,369",24,TSE
2382 約笷,2021/8/16,55.8049,"12,243","894,721",0.317,"3,862,627","282,744",25,TSE
2317 翬,2021/8/16,89.0891,"35,027","3,762,459",0.2527,"13,862,991","1,490,271",31,TSE
2412 い地筿,2021/8/16,93.538,"8,928","1,047,098",0.1151,"7,757,447","911,500",27,TSE
2603 篴,2021/8/16,103.6064,"165,834","21,950,143",3.1353,"5,289,254","690,248",15,TSE
1301 鹅,2021/8/16,84.0805,"5,432","539,926",0.0853,"6,365,741","632,118",03,TSE
3231 絥承,2021/8/16,21.7162,"19,181","514,693",0.6606,"2,903,372","77,520",25,TSE
2356 璣穨笷,2021/8/16,19.6337,"8,581","203,311",0.2392,"3,587,475","85,203",25,TSE
2301 腳,2021/8/16,47.0623,"6,133","360,159",0.2609,"2,350,867","137,761",25,TSE
2395 地,2021/8/16,282.1847,"1,001","353,307",0.1295,"772,886","270,510",25,TSE
2303 羛筿,2021/8/13,44.1015,"224,287","13,139,069",1.8054,"12,423,269","715,580",24,TSE
2382 約笷,2021/8/13,56.1861,"14,009","1,037,001",0.3627,"3,862,627","284,676",25,TSE
2317 翬,2021/8/13,90.3322,"46,681","5,097,311",0.3367,"13,862,991","1,511,066",31,TSE
2412 い地筿,2021/8/13,93.538,"7,504","880,602",0.0967,"7,757,447","911,500",27,TSE
