證券代碼,年月日,收盤價(元),成交量(千股),成交值(千元),週轉率％,流通在外股數(千股),市值(百萬元),TSE 產業別,上市別
2892 第一金,2016/12/28,9.5843,"8,671","148,260",0.0724,"11,976,856","205,403",17,TSE
2002 中鋼,2016/12/28,17.9329,"12,516","308,604",0.0795,"15,734,861","389,438",10,TSE
2884 玉山金,2016/12/28,8.4235,"5,760","104,877",0.0657,"8,765,400","159,969",17,TSE
5880 合庫金,2016/12/28,7.3605,"7,008","98,048",0.0592,"11,847,285","166,454",17,TSE
1216 統一,2016/12/28,35.111,"4,767","252,901",0.0839,"5,682,015","300,579",02,TSE
4904 遠傳,2016/12/28,45.3941,"3,132","222,816",0.0961,"3,258,501","231,679",27,TSE
2881 富邦金,2016/12/27,25.2344,"5,370","269,548",0.0525,"10,233,604","512,704",17,TSE
2882 國泰金,2016/12/27,30.2103,"7,576","361,312",0.0603,"12,563,210","598,009",17,TSE
2886 兆豐金,2016/12/27,13.5774,"7,171","163,986",0.0527,"13,599,824","310,756",17,TSE
2891 中信金,2016/12/27,10.8785,"32,855","576,762",0.1685,"19,496,990","341,197",17,TSE
2892 第一金,2016/12/27,9.4725,"5,002","84,798",0.0418,"11,976,856","203,008",17,TSE
2002 中鋼,2016/12/27,17.5706,"13,696","331,372",0.087,"15,734,861","381,570",10,TSE
2884 玉山金,2016/12/27,8.3542,"3,436","62,203",0.0392,"8,765,400","158,654",17,TSE
5880 合庫金,2016/12/27,7.2819,"7,693","106,816",0.0649,"11,847,285","164,677",17,TSE
1216 統一,2016/12/27,35.1774,"2,824","149,606",0.0497,"5,682,015","301,147",02,TSE
4904 遠傳,2016/12/27,45.2665,"2,554","181,218",0.0784,"3,258,501","231,028",27,TSE
2881 富邦金,2016/12/26,25.587,"4,896","246,304",0.0478,"10,233,604","519,867",17,TSE
2882 國泰金,2016/12/26,30.4959,"7,694","366,308",0.0612,"12,563,210","603,662",17,TSE
2886 兆豐金,2016/12/26,13.6665,"3,498","80,417",0.0257,"13,599,824","312,796",17,TSE
2891 中信金,2016/12/26,10.9096,"22,617","395,944",0.116,"19,496,990","342,172",17,TSE
2892 第一金,2016/12/26,9.4725,"6,106","103,243",0.051,"11,976,856","203,008",17,TSE
2002 中鋼,2016/12/26,17.6793,"13,673","334,217",0.0869,"15,734,861","383,931",10,TSE
2884 玉山金,2016/12/26,8.4004,"2,511","45,488",0.0286,"8,765,400","159,530",17,TSE
5880 合庫金,2016/12/26,7.3081,"3,948","54,885",0.0333,"11,847,285","165,270",17,TSE
1216 統一,2016/12/26,34.9783,"1,690","88,926",0.0297,"5,682,015","299,442",02,TSE
4904 遠傳,2016/12/26,45.2026,"1,364","96,562",0.0419,"3,258,501","230,702",27,TSE
2881 富邦金,2016/12/23,25.0833,"21,589","1,076,172",0.211,"10,233,604","509,633",17,TSE
2882 國泰金,2016/12/23,29.8295,"18,338","860,910",0.146,"12,563,210","590,471",17,TSE
2886 兆豐金,2016/12/23,13.6071,"11,458","263,690",0.0843,"13,599,824","311,436",17,TSE
2891 中信金,2016/12/23,10.8474,"24,581","429,131",0.1261,"19,496,990","340,222",17,TSE
2892 第一金,2016/12/23,9.3887,"16,007","269,221",0.1336,"11,976,856","201,211",17,TSE
2002 中鋼,2016/12/23,17.8242,"15,658","386,550",0.0995,"15,734,861","387,078",10,TSE
2884 玉山金,2016/12/23,8.3311,"7,132","129,129",0.0814,"8,765,400","158,215",17,TSE
5880 合庫金,2016/12/23,7.2557,"8,381","116,390",0.0707,"11,847,285","164,085",17,TSE
1216 統一,2016/12/23,34.6464,"5,251","275,129",0.0924,"5,682,015","296,601",02,TSE
4904 遠傳,2016/12/23,45.0111,"5,485","387,208",0.1683,"3,258,501","229,724",27,TSE
2881 富邦金,2016/12/22,25.2848,"26,218","1,330,141",0.2562,"10,233,604","513,727",17,TSE
2882 國泰金,2016/12/22,29.7026,"38,596","1,824,110",0.3072,"12,563,210","587,958",17,TSE
2886 兆豐金,2016/12/22,13.6665,"10,906","251,631",0.0802,"13,599,824","312,796",17,TSE
2891 中信金,2016/12/22,10.9096,"30,564","537,248",0.1568,"19,496,990","342,172",17,TSE
2892 第一金,2016/12/22,9.4166,"13,360","226,040",0.1115,"11,976,856","201,810",17,TSE
2002 中鋼,2016/12/22,18.0416,"17,583","439,655",0.1117,"15,734,861","391,798",10,TSE
2884 玉山金,2016/12/22,8.3773,"6,406","116,541",0.0731,"8,765,400","159,092",17,TSE
5880 合庫金,2016/12/22,7.2819,"11,213","156,150",0.0946,"11,847,285","164,677",17,TSE
1216 統一,2016/12/22,34.9119,"5,072","267,638",0.0893,"5,682,015","298,874",02,TSE
4904 遠傳,2016/12/22,45.458,"4,513","321,734",0.1385,"3,258,501","232,005",27,TSE
2881 富邦金,2016/12/21,26.4432,"13,930","731,944",0.1361,"10,233,604","537,264",17,TSE
2882 國泰金,2016/12/21,30.8133,"21,658","1,054,348",0.1724,"12,563,210","609,944",17,TSE
2886 兆豐金,2016/12/21,13.7556,"11,845","274,806",0.0871,"13,599,824","314,836",17,TSE
2891 中信金,2016/12/21,11.0029,"21,701","385,315",0.1113,"19,496,990","345,097",17,TSE
2892 第一金,2016/12/21,9.5004,"11,611","198,058",0.0969,"11,976,856","203,607",17,TSE
2002 中鋼,2016/12/21,18.2589,"13,895","352,045",0.0883,"15,734,861","396,518",10,TSE
2884 玉山金,2016/12/21,8.4235,"10,791","196,251",0.1231,"8,765,400","159,969",17,TSE
5880 合庫金,2016/12/21,7.3081,"10,839","151,367",0.0915,"11,847,285","165,270",17,TSE
1216 統一,2016/12/21,35.1774,"7,068","375,102",0.1244,"5,682,015","301,147",02,TSE
4904 遠傳,2016/12/21,45.458,"5,005","357,066",0.1536,"3,258,501","232,005",27,TSE
2881 富邦金,2016/12/20,26.6447,"10,448","551,626",0.1021,"10,233,604","541,358",17,TSE
2882 國泰金,2016/12/20,31.0989,"19,690","961,498",0.1567,"12,563,210","615,597",17,TSE
2886 兆豐金,2016/12/20,13.8448,"10,382","242,009",0.0763,"13,599,824","316,876",17,TSE
2891 中信金,2016/12/20,11.065,"32,278","574,070",0.1656,"19,496,990","347,046",17,TSE
2892 第一金,2016/12/20,9.5284,"15,968","271,904",0.1333,"11,976,856","204,205",17,TSE
2002 中鋼,2016/12/20,18.5125,"28,257","722,312",0.1796,"15,734,861","402,026",10,TSE
2884 玉山金,2016/12/20,8.4465,"7,018","128,262",0.0801,"8,765,400","160,407",17,TSE
5880 合庫金,2016/12/20,7.3343,"8,730","122,007",0.0737,"11,847,285","165,862",17,TSE
1216 統一,2016/12/20,35.1774,"5,454","290,186",0.096,"5,682,015","301,147",02,TSE
4904 遠傳,2016/12/20,45.3941,"9,458","671,505",0.2903,"3,258,501","231,679",27,TSE
2881 富邦金,2016/12/19,26.6447,"11,183","588,246",0.1093,"10,233,604","541,358",17,TSE
2882 國泰金,2016/12/19,31.0989,"20,692","1,016,840",0.1647,"12,563,210","615,597",17,TSE
2886 兆豐金,2016/12/19,13.9042,"15,758","369,135",0.1159,"13,599,824","318,236",17,TSE
2891 中信金,2016/12/19,11.0961,"36,373","651,595",0.1866,"19,496,990","348,021",17,TSE
2892 第一金,2016/12/19,9.5563,"10,424","178,433",0.087,"11,976,856","204,804",17,TSE
2002 中鋼,2016/12/19,18.0778,"16,625","417,270",0.1057,"15,734,861","392,585",10,TSE
2884 玉山金,2016/12/19,8.4235,"9,358","171,186",0.1068,"8,765,400","159,969",17,TSE
5880 合庫金,2016/12/19,7.3343,"8,811","123,419",0.0744,"11,847,285","165,862",17,TSE
1216 統一,2016/12/19,35.3765,"7,915","422,287",0.1393,"5,682,015","302,851",02,TSE
4904 遠傳,2016/12/19,45.5857,"5,855","418,141",0.1797,"3,258,501","232,657",27,TSE
2881 富邦金,2016/12/16,26.6447,"27,038","1,439,007",0.2642,"10,233,604","541,358",17,TSE
2882 國泰金,2016/12/16,31.7335,"37,695","1,886,348",0.3,"12,563,210","628,161",17,TSE
2886 兆豐金,2016/12/16,14.1122,"24,469","580,443",0.1799,"13,599,824","322,996",17,TSE
2891 中信金,2016/12/16,11.1893,"43,341","779,663",0.2223,"19,496,990","350,946",17,TSE
2892 第一金,2016/12/16,9.6122,"13,088","225,681",0.1093,"11,976,856","206,002",17,TSE
2002 中鋼,2016/12/16,18.2952,"23,526","594,165",0.1495,"15,734,861","397,305",10,TSE
2884 玉山金,2016/12/16,8.5158,"13,703","253,489",0.1563,"8,765,400","161,722",17,TSE
5880 合庫金,2016/12/16,7.3605,"14,818","209,026",0.1251,"11,847,285","166,454",17,TSE
1216 統一,2016/12/16,35.3765,"15,413","821,514",0.2713,"5,682,015","302,851",02,TSE
4904 遠傳,2016/12/16,45.7134,"6,418","460,920",0.197,"3,258,501","233,309",27,TSE
2881 富邦金,2016/12/15,26.6951,"25,948","1,358,070",0.2536,"10,233,604","542,381",17,TSE
2882 國泰金,2016/12/15,31.6066,"38,042","1,880,059",0.3028,"12,563,210","625,648",17,TSE
2886 兆豐金,2016/12/15,13.9042,"10,792","252,670",0.0794,"13,599,824","318,236",17,TSE
2891 中信金,2016/12/15,11.1893,"64,961","1,165,119",0.3332,"19,496,990","350,946",17,TSE
2892 第一金,2016/12/15,9.6402,"20,649","356,232",0.1724,"11,976,856","206,601",17,TSE
2002 中鋼,2016/12/15,18.5125,"14,174","361,900",0.0901,"15,734,861","402,026",10,TSE
2884 玉山金,2016/12/15,8.5619,"15,681","290,341",0.1789,"8,765,400","162,598",17,TSE
5880 合庫金,2016/12/15,7.439,"9,572","135,774",0.0808,"11,847,285","168,231",17,TSE
1216 統一,2016/12/15,35.3765,"19,210","1,030,785",0.3381,"5,682,015","302,851",02,TSE
4904 遠傳,2016/12/15,45.9049,"3,722","267,929",0.1142,"3,258,501","234,286",27,TSE
2881 富邦金,2016/12/14,25.9396,"27,085","1,407,438",0.2647,"10,233,604","527,031",17,TSE
2882 國泰金,2016/12/14,30.8767,"28,336","1,389,737",0.2255,"12,563,210","611,200",17,TSE
2886 兆豐金,2016/12/14,13.9042,"12,099","283,988",0.089,"13,599,824","318,236",17,TSE
2891 中信金,2016/12/14,11.0961,"36,982","661,809",0.1897,"19,496,990","348,021",17,TSE
2892 第一金,2016/12/14,9.696,"16,621","288,812",0.1388,"11,976,856","207,798",17,TSE
2002 中鋼,2016/12/14,18.585,"10,866","278,623",0.0691,"15,734,861","403,599",10,TSE
2884 玉山金,2016/12/14,8.5158,"15,628","289,486",0.1783,"8,765,400","161,722",17,TSE
5880 合庫金,2016/12/14,7.439,"6,326","90,190",0.0534,"11,847,285","168,231",17,TSE
1216 統一,2016/12/14,36.4385,"8,512","468,173",0.1498,"5,682,015","311,943",02,TSE
4904 遠傳,2016/12/14,45.9688,"5,618","405,543",0.1724,"3,258,501","234,612",27,TSE
2881 富邦金,2016/12/13,26.3425,"22,689","1,180,760",0.2217,"10,233,604","535,217",17,TSE
2882 國泰金,2016/12/13,31.5114,"21,064","1,044,058",0.1677,"12,563,210","623,763",17,TSE
2886 兆豐金,2016/12/13,14.0824,"11,009","260,443",0.0809,"13,599,824","322,316",17,TSE
2891 中信金,2016/12/13,11.1893,"38,406","688,432",0.197,"19,496,990","350,946",17,TSE
2892 第一金,2016/12/13,9.7799,"21,588","375,654",0.1802,"11,976,856","209,595",17,TSE
2002 中鋼,2016/12/13,18.6212,"19,108","490,787",0.1214,"15,734,861","404,386",10,TSE
2884 玉山金,2016/12/13,8.6312,"9,367","174,454",0.1069,"8,765,400","163,913",17,TSE
5880 合庫金,2016/12/13,7.4914,"8,969","127,996",0.0757,"11,847,285","169,416",17,TSE
1216 統一,2016/12/13,36.4385,"8,372","460,392",0.1473,"5,682,015","311,943",02,TSE
4904 遠傳,2016/12/13,46.1603,"4,630","335,452",0.1421,"3,258,501","235,590",27,TSE
2881 富邦金,2016/12/12,25.8892,"13,967","719,533",0.1365,"10,233,604","526,007",17,TSE
2882 國泰金,2016/12/12,31.3527,"20,637","1,018,742",0.1643,"12,563,210","620,623",17,TSE
2886 兆豐金,2016/12/12,14.1122,"12,756","301,728",0.0938,"13,599,824","322,996",17,TSE
2891 中信金,2016/12/12,11.1272,"48,964","884,548",0.2511,"19,496,990","348,996",17,TSE
2892 第一金,2016/12/12,9.6681,"14,851","257,157",0.124,"11,976,856","207,200",17,TSE
2002 中鋼,2016/12/12,18.585,"21,331","547,572",0.1356,"15,734,861","403,599",10,TSE
2884 玉山金,2016/12/12,8.585,"15,958","299,500",0.1821,"8,765,400","163,036",17,TSE
5880 合庫金,2016/12/12,7.4914,"9,127","130,406",0.077,"11,847,285","169,416",17,TSE
1216 統一,2016/12/12,36.7704,"9,222","509,636",0.1623,"5,682,015","314,784",02,TSE
4904 遠傳,2016/12/12,46.288,"4,157","302,643",0.1276,"3,258,501","236,241",27,TSE
2881 富邦金,2016/12/9,25.9396,"16,076","822,587",0.1571,"10,233,604","527,031",17,TSE
2882 國泰金,2016/12/9,31.3527,"23,623","1,163,693",0.188,"12,563,210","620,623",17,TSE
2886 兆豐金,2016/12/9,14.1122,"22,193","523,663",0.1632,"13,599,824","322,996",17,TSE
2891 中信金,2016/12/9,11.1893,"59,556","1,066,265",0.3055,"19,496,990","350,946",17,TSE
2892 第一金,2016/12/9,9.696,"15,976","277,095",0.1334,"11,976,856","207,798",17,TSE
2002 中鋼,2016/12/9,18.5125,"24,457","626,154",0.1554,"15,734,861","402,026",10,TSE
2884 玉山金,2016/12/9,8.6312,"14,405","268,748",0.1643,"8,765,400","163,913",17,TSE
5880 合庫金,2016/12/9,7.4914,"12,761","182,159",0.1077,"11,847,285","169,416",17,TSE
1216 統一,2016/12/9,36.9695,"10,927","606,200",0.1923,"5,682,015","316,488",02,TSE
4904 遠傳,2016/12/9,46.9264,"5,189","381,377",0.1592,"3,258,501","239,500",27,TSE
2881 富邦金,2016/12/8,25.7885,"21,994","1,125,230",0.2149,"10,233,604","523,961",17,TSE
2882 國泰金,2016/12/8,31.1306,"29,315","1,443,191",0.2333,"12,563,210","616,225",17,TSE
2886 兆豐金,2016/12/8,13.9636,"19,206","440,295",0.1412,"13,599,824","319,596",17,TSE
2891 中信金,2016/12/8,11.1272,"63,631","1,131,396",0.3264,"19,496,990","348,996",17,TSE
2892 第一金,2016/12/8,9.696,"29,636","512,675",0.2474,"11,976,856","207,798",17,TSE
2002 中鋼,2016/12/8,18.6212,"51,494","1,317,712",0.3273,"15,734,861","404,386",10,TSE
2884 玉山金,2016/12/8,8.585,"32,054","592,553",0.3657,"8,765,400","163,036",17,TSE
5880 合庫金,2016/12/8,7.4652,"25,836","366,530",0.2181,"11,847,285","168,824",17,TSE
1216 統一,2016/12/8,36.704,"15,918","871,623",0.2801,"5,682,015","314,215",02,TSE
4904 遠傳,2016/12/8,46.9903,"3,049","224,598",0.0936,"3,258,501","239,826",27,TSE
2881 富邦金,2016/12/7,25.6877,"16,917","862,672",0.1653,"10,233,604","521,914",17,TSE
2882 國泰金,2016/12/7,31.0354,"30,664","1,507,637",0.2441,"12,563,210","614,341",17,TSE
2886 兆豐金,2016/12/7,13.8151,"7,695","178,473",0.0566,"13,599,824","316,196",17,TSE
2891 中信金,2016/12/7,10.9718,"21,857","385,418",0.1121,"19,496,990","344,122",17,TSE
2892 第一金,2016/12/7,9.5563,"18,007","307,299",0.1503,"11,976,856","204,804",17,TSE
2002 中鋼,2016/12/7,18.2952,"16,126","407,698",0.1025,"15,734,861","397,305",10,TSE
2884 玉山金,2016/12/7,8.4004,"6,076","110,713",0.0693,"8,765,400","159,530",17,TSE
5880 合庫金,2016/12/7,7.3343,"6,508","91,106",0.0549,"11,847,285","165,862",17,TSE
1216 統一,2016/12/7,35.8411,"8,763","474,232",0.1542,"5,682,015","306,829",02,TSE
4904 遠傳,2016/12/7,47.1818,"3,681","270,634",0.113,"3,258,501","240,803",27,TSE
2881 富邦金,2016/12/6,25.6877,"25,034","1,277,833",0.2446,"10,233,604","521,914",17,TSE
2882 國泰金,2016/12/6,31.0989,"40,750","2,000,053",0.3244,"12,563,210","615,597",17,TSE
2886 兆豐金,2016/12/6,13.8151,"18,121","419,031",0.1332,"13,599,824","316,196",17,TSE
2891 中信金,2016/12/6,10.9407,"34,527","607,412",0.1771,"19,496,990","343,147",17,TSE
2892 第一金,2016/12/6,9.5004,"21,138","358,827",0.1765,"11,976,856","203,607",17,TSE
2002 中鋼,2016/12/6,18.2952,"25,100","632,931",0.1595,"15,734,861","397,305",10,TSE
2884 玉山金,2016/12/6,8.3773,"9,262","168,511",0.1057,"8,765,400","159,092",17,TSE
5880 合庫金,2016/12/6,7.3343,"8,400","117,589",0.0709,"11,847,285","165,862",17,TSE
1216 統一,2016/12/6,35.8411,"9,147","494,551",0.161,"5,682,015","306,829",02,TSE
4904 遠傳,2016/12/6,46.7349,"3,686","270,532",0.1131,"3,258,501","238,522",27,TSE
2881 富邦金,2016/12/5,25.6877,"20,851","1,060,242",0.2038,"10,233,604","521,914",17,TSE
2882 國泰金,2016/12/5,30.6546,"32,359","1,565,800",0.2576,"12,563,210","606,803",17,TSE
2886 兆豐金,2016/12/5,13.5477,"13,478","308,512",0.0991,"13,599,824","310,076",17,TSE
2891 中信金,2016/12/5,10.9096,"31,784","559,375",0.163,"19,496,990","342,172",17,TSE
2892 第一金,2016/12/5,9.4446,"15,057","254,582",0.1257,"11,976,856","202,409",17,TSE
2002 中鋼,2016/12/5,18.0778,"15,962","397,508",0.1014,"15,734,861","392,585",10,TSE
2884 玉山金,2016/12/5,8.3542,"9,096","165,345",0.1038,"8,765,400","158,654",17,TSE
5880 合庫金,2016/12/5,7.2819,"7,635","106,394",0.0644,"11,847,285","164,677",17,TSE
1216 統一,2016/12/5,35.8411,"6,685","361,357",0.1177,"5,682,015","306,829",02,TSE
4904 遠傳,2016/12/5,46.7349,"3,951","289,387",0.1213,"3,258,501","238,522",27,TSE
2881 富邦金,2016/12/2,25.587,"23,571","1,192,815",0.2303,"10,233,604","519,867",17,TSE
2882 國泰金,2016/12/2,30.4642,"34,531","1,658,411",0.2749,"12,563,210","603,034",17,TSE
2886 兆豐金,2016/12/2,13.6962,"9,676","222,490",0.0711,"13,599,824","313,476",17,TSE
2891 中信金,2016/12/2,10.9407,"31,007","544,502",0.159,"19,496,990","343,147",17,TSE
2892 第一金,2016/12/2,9.4446,"14,874","250,579",0.1242,"11,976,856","202,409",17,TSE
2002 中鋼,2016/12/2,18.114,"19,726","491,141",0.1254,"15,734,861","393,372",10,TSE
2884 玉山金,2016/12/2,8.4465,"9,189","168,184",0.1048,"8,765,400","160,407",17,TSE
5880 合庫金,2016/12/2,7.3343,"10,148","142,281",0.0857,"11,847,285","165,862",17,TSE
1216 統一,2016/12/2,35.9075,"14,842","800,588",0.2612,"5,682,015","307,397",02,TSE
4904 遠傳,2016/12/2,46.7987,"5,436","400,156",0.1668,"3,258,501","238,848",27,TSE
2881 富邦金,2016/12/1,25.3351,"24,783","1,239,228",0.2422,"10,233,604","514,750",17,TSE
2882 國泰金,2016/12/1,30.6546,"41,278","1,978,831",0.3286,"12,563,210","606,803",17,TSE
2886 兆豐金,2016/12/1,13.6071,"10,584","243,405",0.0778,"13,599,824","311,436",17,TSE
2891 中信金,2016/12/1,10.9096,"28,828","504,012",0.1479,"19,496,990","342,172",17,TSE
2892 第一金,2016/12/1,9.3887,"14,975","252,232",0.125,"11,976,856","201,211",17,TSE
2002 中鋼,2016/12/1,18.0416,"26,781","663,545",0.1702,"15,734,861","391,798",10,TSE
2884 玉山金,2016/12/1,8.4927,"11,436","210,147",0.1305,"8,765,400","161,283",17,TSE
5880 合庫金,2016/12/1,7.3343,"8,696","122,216",0.0734,"11,847,285","165,862",17,TSE
1216 統一,2016/12/1,36.173,"10,665","584,070",0.1877,"5,682,015","309,670",02,TSE
4904 遠傳,2016/12/1,46.9903,"3,595","266,028",0.1103,"3,258,501","239,826",27,TSE
2881 富邦金,2016/11/30,24.907,"35,818","1,781,726",0.35,"10,233,604","506,052",17,TSE
2882 國泰金,2016/11/30,29.766,"62,780","2,946,000",0.4997,"12,563,210","589,215",17,TSE
2886 兆豐金,2016/11/30,13.518,"28,142","642,100",0.2069,"13,599,824","309,396",17,TSE
2891 中信金,2016/11/30,10.8785,"41,784","728,257",0.2143,"19,496,990","341,197",17,TSE
2892 第一金,2016/11/30,9.3887,"29,706","498,684",0.248,"11,976,856","201,211",17,TSE
2002 中鋼,2016/11/30,18.114,"43,338","1,086,728",0.2754,"15,734,861","393,372",10,TSE
2884 玉山金,2016/11/30,8.5388,"31,789","584,922",0.3627,"8,765,400","162,160",17,TSE
5880 合庫金,2016/11/30,7.3605,"23,645","331,877",0.1996,"11,847,285","166,454",17,TSE
1216 統一,2016/11/30,36.173,"19,144","1,046,851",0.3369,"5,682,015","309,670",02,TSE
4904 遠傳,2016/11/30,47.118,"6,333","468,323",0.1944,"3,258,501","240,477",27,TSE
2881 富邦金,2016/11/29,24.907,"26,851","1,327,722",0.2624,"10,233,604","506,052",17,TSE
2882 國泰金,2016/11/29,30.0199,"53,351","2,532,534",0.4247,"12,563,210","594,240",17,TSE
2886 兆豐金,2016/11/29,13.6665,"13,641","315,398",0.1003,"13,599,824","312,796",17,TSE
2891 中信金,2016/11/29,10.7231,"31,815","552,431",0.1632,"19,496,990","336,323",17,TSE
2892 第一金,2016/11/29,9.3328,"14,830","248,541",0.1238,"11,976,856","200,013",17,TSE
2002 中鋼,2016/11/29,18.4401,"25,460","647,077",0.1618,"15,734,861","400,452",10,TSE
2884 玉山金,2016/11/29,8.4465,"17,375","318,722",0.1982,"8,765,400","160,407",17,TSE
5880 合庫金,2016/11/29,7.3081,"16,410","229,294",0.1385,"11,847,285","165,270",17,TSE
1216 統一,2016/11/29,36.5049,"15,159","836,002",0.2668,"5,682,015","312,511",02,TSE
4904 遠傳,2016/11/29,47.0541,"3,099","229,352",0.0951,"3,258,501","240,152",27,TSE
2881 富邦金,2016/11/28,24.8566,"29,105","1,438,819",0.2844,"10,233,604","505,028",17,TSE
2882 國泰金,2016/11/28,30.7498,"52,121","2,546,075",0.4149,"12,563,210","608,688",17,TSE
2886 兆豐金,2016/11/28,13.7853,"10,482","242,755",0.0771,"13,599,824","315,516",17,TSE
2891 中信金,2016/11/28,10.8785,"59,408","1,044,175",0.3047,"19,496,990","341,197",17,TSE
2892 第一金,2016/11/28,9.3887,"17,218","289,173",0.1438,"11,976,856","201,211",17,TSE
2002 中鋼,2016/11/28,18.5125,"49,349","1,260,601",0.3136,"15,734,861","402,026",10,TSE
2884 玉山金,2016/11/28,8.5388,"17,451","321,269",0.1991,"8,765,400","162,160",17,TSE
5880 合庫金,2016/11/28,7.3605,"21,349","298,940",0.1802,"11,847,285","166,454",17,TSE
1216 統一,2016/11/28,36.704,"7,795","430,824",0.1372,"5,682,015","314,215",02,TSE
4904 遠傳,2016/11/28,47.0541,"3,491","257,899",0.1071,"3,258,501","240,152",27,TSE
2881 富邦金,2016/11/25,24.8566,"39,466","1,949,520",0.3857,"10,233,604","505,028",17,TSE
2882 國泰金,2016/11/25,30.7498,"60,048","2,890,256",0.478,"12,563,210","608,688",17,TSE
2886 兆豐金,2016/11/25,13.6962,"13,539","312,868",0.0996,"13,599,824","313,476",17,TSE
2891 中信金,2016/11/25,10.7853,"25,590","444,869",0.1313,"19,496,990","338,273",17,TSE
2892 第一金,2016/11/25,9.3607,"9,298","155,725",0.0776,"11,976,856","200,612",17,TSE
2002 中鋼,2016/11/25,18.1865,"64,512","1,619,966",0.41,"15,734,861","394,945",10,TSE
2884 玉山金,2016/11/25,8.4235,"10,273","187,630",0.1172,"8,765,400","159,969",17,TSE
5880 合庫金,2016/11/25,7.2557,"5,696","78,762",0.0481,"11,847,285","164,085",17,TSE
1216 統一,2016/11/25,36.5049,"6,216","342,420",0.1094,"5,682,015","312,511",02,TSE
