靡ㄩ絏,るら,Μ絃基(じ),Θユ秖(),Θユ(じ),秅锣瞯,瑈硄计(),カ(κ窾じ),TSE 玻穨,カ
6669 絥縪,2026/8/28,"2,413.84","1,993","14,128,330",1.0632,"187,453","1,349,664",25,TSE
2059 打,2026/8/28,"14,300",433,"6,187,081",0.4544,"95,297","1,362,748",28,TSE
3008 ミ,2026/8/28,"7,065","4,885","34,418,287",3.7348,"130,798","924,089",26,TSE
2379 风琑,2026/8/28,697.2397,"1,158","840,384",0.2246,"515,513","372,200",24,TSE
2330 縩筿,2026/8/27,"2,410","19,214","46,545,167",0.0741,"25,932,370","62,497,012",24,TSE
2454 羛祇,2026/8/27,"3,865","5,702","22,369,214",0.3553,"1,604,953","6,203,142",24,TSE
3034 羛碟,2026/8/27,548,"3,361","1,851,264",0.5523,"608,511","333,464",24,TSE
2308 笷筿,2026/8/27,"1,770","8,876","15,860,637",0.3417,"2,597,543","4,597,652",28,TSE
3711 らるщ北,2026/8/27,605,"11,658","7,011,817",0.2602,"4,480,369","2,710,624",24,TSE
2345 醇ü,2026/8/27,"2,090","2,473","5,185,113",0.4407,"561,118","1,172,736",27,TSE
6669 絥縪,2026/8/27,"2,284.76","1,479","10,115,738",0.789,"187,453","1,277,495",25,TSE
2059 打,2026/8/27,"14,340",382,"5,490,561",0.4009,"95,297","1,366,560",28,TSE
3008 ミ,2026/8/27,"6,915","2,913","19,799,559",2.2271,"130,798","904,470",26,TSE
2379 风琑,2026/8/27,704.9654,"1,897","1,390,348",0.368,"515,513","376,324",24,TSE
2330 縩筿,2026/8/26,"2,415","19,467","46,818,064",0.0751,"25,932,370","62,626,674",24,TSE
2454 羛祇,2026/8/26,"3,945","8,370","32,482,789",0.5215,"1,604,953","6,331,538",24,TSE
3034 羛碟,2026/8/26,557,"4,833","2,692,433",0.7942,"608,511","338,941",24,TSE
